OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,T_SAND,T_SILT,T_CLAY,VC_SAND,C_SAND,M_SAND,F_SAND,VF_SAND,FIBRE,BULK_DEN,RETN_HYGR,RETN_0KP,RETN_33KP,RETN_1500K
17571,0130625,10,234,263,0.1,46.8,53.1, , , , , , , , , , ,26.3
17572,0130625,2,15,32,0.4,51.9,47.7, , , , , , , , , , ,24.3
17573,0130625,3,32,63,0.5,58.8,40.7, , , , , , , , , , ,22.1
17574,0130625,4,63,94,0.5,60.6,38.9, , , , , , , , , , ,22.6
17575,0130625,5,94,120,0,48,51.9, , , , , , , , , , ,26
17576,0130625,6,120,145,0.1,37.2,62.7, , , , , , , , , , ,28.5
17577,0130625,7,145,175,0.3,60,39.7, , , , , , , , , , ,24.1
17578,0130625,8,175,204,0.1,58.7,41.3, , , , , , , , , , ,24.2
17579,0130625,9,204,234,0.1,45.8,54.1, , , , , , , , , , ,27.1
17580,0130626,1,0,11,0.8,32.3,66.9,0,0,0,0.1,0.5, , , , , , 
17581,0130626,2,11,27,36.7,33.9,29.4,1.6,5.6,6.1,13.7,9.5, , , , , , 
17582,0130626,3,27,53,37,33.5,29.4,1.9,5.4,6,13.2,10.4, , , , , , 
17583,0130626,4,53,95,37.8,33,29.2,2,6.1,6.3,13.4,9.9, , , , , , 
17584,0130626,5,95,135,38,33.6,28.4,2.4,7.1,5.5,13,9.9, , , , , , 
17585,0130626,6,135,165,37.3,33.1,29.6,1.9,7.3,4.9,13.9,9.2, , , , , , 
17586,0130627,1,0,14,25.2,13.7,8,-9,-9,1.4,10.1,48, , , , , , 
17587,0130627,2,14,38,25.1,23.1,17.3,-9,-9,0.5,7.6,44, , , , , , 
17588,0130627,3,38,65,15.4,11.6,8.2,-9,-9,1,16.8,55, , , , , , 
17589,0130627,4,65,90,7.4,11.4,7.9,-9,-9,2,30.8,48, , , , , , 
17590,0130627,5,90,125,49.8,40.4,19.8,-9,-9,0.2,2.4,7.3, , , , , , 
17591,0130628,1,0,12,65.6,19.7,14.6,0,0.7,5.1,32.3,27.3, , , , , ,7.9
17592,0130628,10,211,245,39.6,40.8,19.6,0,0,0.2,5.3,33.9, , , , , ,7.1
17593,0130628,11,245,281,40.5,42,17.5,0.1,0.1,0.1,6.1,33.8, , , , , ,6.9
17594,0130628,2,12,19,75.7,5.2,19.1,0,0.9,5.6,35.2,33.7, , , , , ,6.6
17595,0130628,3,19,35,66.6,13.5,19.9,0.1,0.9,6.4,34.3,24.6, , , , , ,8.4
17596,0130628,4,35,61,79.3,4.9,15.8,0,1.7,11.2,45.4,21, , , , , ,6.2
17597,0130628,5,61,87,80.5,4.3,15.2,0,1.6,10.9,47.3,20.4, , , , , ,5.5
17598,0130628,6,87,113,69.7,14,16.4,0,1.1,8.4,34.5,25.3, , , , , ,6.9
17599,0130628,7,113,142,69.7,11.1,19.2,0,0.3,3,33.2,32.5, , , , , ,7
17600,0130628,8,142,176,65.2,15.6,19.2,0,0,1.2,24.1,39.5, , , , , ,7
17601,0130628,9,176,211,57.2,23.5,19.4,0,0.2,0.9,17.8,37.9, , , , , ,6.8
17602,0130629,1,0,13,51.1,33,15.9,2.3,4.8,8.4,18.3,17.3, , , , , ,9.7
17603,0130629,2,13,27,38.2,47.5,14.2,0.6,2.4,4.4,9.9,20.6, , , , , ,6.8
17604,0130629,3,27,50,25.4,45.2,29.4,0.1,1.4,2.3,5.8,15.8, , , , , ,17.9
17605,0130629,4,50,73,53.2,25.1,21.7,5.9,7.5,8.9,20.3,10.4, , , , , ,7.7
17606,0130629,5,73,104,54.8,23.7,21.5,4.6,8.5,9.6,21.5,10.3, , , , , ,9.4
17607,0130629,6,104,135,54.6,24.9,20.4,5.5,9.9,10.3,19.6,9.2, , , , , ,9.1
17608,0130630,1,8,0, , , , , , , , , , , , , ,99.9
17609,0130630,2,0,6,41,42,17, ,17, ,15,9, , , , , ,10.3
17610,0130630,3,6,15,35,32,33, ,14, ,13,8, , , , , ,16
17611,0130630,4,15,35,32,31,37, ,13, ,11,8, , , , , ,18.6
17612,0130630,5,35,55,31,35,34, ,13, ,11,7, , , , , ,20.5
17613,0130630,6,55,73,32,33,35, ,13, ,11,8, , , , , ,17.3
17614,0130630,7,73,90,32,37,31, ,13, ,11,8, , , , , ,13.9
17615,0130631,1,0,4,6.1,3.6,2.1,-9,-9,11.7,61.9,15, , , , , , 
17616,0130631,2,4,8,1.9,3.4,1.8,-9,-9,12.5,64.4,16, , , , , , 
17617,0130631,3,8,40,1.3,4.3,2.2,-9,-9,12,67.7,13, , , , , , 
17618,0130631,4,40,80,1,4.9,3.2,-9,-9,9.5,68.1,16, , , , , , 
17619,0130631,5,80,110,1.1,4.2,3.3,-9,-9,10.8,64.8,18, , , , , , 
17620,0130631,6,110,130,0.8,3.6,3.2,-9,-9,16.3,65.3,13, , , , , , 
17621,0130632,1,0,7,42,33.2,24.8,1.6,3.1,5.2,15.3,16.4, , , , , , 
17622,0130632,2,7,12,43.6,36.8,19.6,2.2,4.3,5.5,14.8,16.7, , , , , , 
17623,0130632,3,12,33,31.9,29.1,39,1.1,3.4,4.4,10.5,12.4, , , , , , 
17624,0130632,4,33,90,43.1,26,30.9,3.1,4.7,5.7,14.9,14.6, , , , , , 
17625,0130632,5,90,140,9.5,36,54.4,0.1,0.3,0.3,2.4,6.5, , , , , , 
17626,0130633,1,0,5,3.2,2.2,0.4,-9,-9,43.4,44.3,2, , , , , , 
17627,0130633,2,5,22,1.4,2.2,1.4,-9,-9,49.6,40.5,1, , , , , , 
17628,0130633,3,22,42,0.4,2.6,1.5,-9,-9,39.3,51.8,3, , , , , , 
17629,0130633,4,42,100,0.8,1.9,1.6,-9,-9,41.6,49.3,2, , , , , , 
17630,0130633,5,100,125,0.5,2,1.2,-9,-9,41.5,48.4,2, , , , , , 
17631,0130634,1,0,16,74.9,13.3,11.8,0.2,0,0.1,4.7,69.7, , , , , , 
17632,0130634,2,16,65,80.8,9.2,10,0.1,0.2,0.2,7.4,72.8, , , , , , 
17633,0130634,3,65,100,82.8,9.2,8,0,0.2,0.3,6.7,75.3, , , , , , 
17634,0130634,4,100,128,61,33.3,5.7,0.4,0.1,0.1,2.7,57.8, , , , , , 
17635,0130635,1,0,18,72.4,14.8,12.8,0.2,0.1,0.1,10.7,60.8, , , , , , 
17636,0130635,2,18,40,81,9.9,9,0.1,0.1,0.1,10.9,69.8, , , , , , 
17637,0130635,3,40,59,84.1,7.8,8.1,0.1,0,0.1,12,71.7, , , , , , 
17638,0130635,4,59,86,85,8.5,6.6,0,0,0.2,12.2,72.5, , , , , , 
17639,0130635,5,86,116,84.7,9.3,6,0,0,0.1,10.7,73, , , , , , 
17640,0130636,1,0,17,14.9,59.2,25.8,0.2,1,1.1,3.9,8.7, , , , , , 
17641,0130636,2,17,22,16,58.9,25,2.2,1.2,1,2.7,8.8, , , , , , 
17642,0130636,3,22,45,14.1,61.1,24.8,0.2,0.8,0.9,2.6,9.4, , , , , , 
17643,0130636,4,45,66,10.4,63.7,25.9,0.1,0.2,0.3,0.9,8.9, , , , , , 
17644,0130636,5,66,73,9,67.4,23.6,0,0.1,0.2,0.5,8, , , , , , 
17645,0130636,6,71,150,38.8,31.7,29.5,2.2,5.5,6.3,14.7,9.8, , , , , , 
17646,0130637,1,3,0, , , , , , , , , , , , , ,99.9
17647,0130637,2,0,5,7,45,48, ,2, ,2,3, , , , , ,33.9
17648,0130637,3,5,10,6,47,47, ,1, ,1,4, , , , , ,16.5
17649,0130637,4,10,25,3,34,63, ,0, ,1,2, , , , , ,22.1
17650,0130637,5,25,45,1,21,78, , , , ,1, , , , , ,29
17651,0130637,6,45,60,0,22,78, , , , , , , , , , ,22.9
17652,0130637,7,60,,0,24,76, , , , , , , , , , ,23.3
17653,0130638,1,10,0, , , , , , , , , , , , , ,99.9
17654,0130638,2,0,6,9,34,57,0,2,1,3,3, , , , , ,31.5
17655,0130638,3,6,19,4,32,64,0,0,1,1,2, , , , , ,26.9
17656,0130638,4,19,38,2,22,76,0,0,0,1,1, , , , , ,29
17657,0130638,5,38,49,2,21,77,0,0,0,1,1, , , , , ,23.3
17658,0130638,6,49,63,1,19,80,0,0,0,0,1, , , , , ,28
17659,0130638,7,63,80,0,22,78, , , , , , , , , , ,29.1
17660,0130638,8,80,98,0,27,73, , , , , , , , , , ,27.1
17661,0130640,1,0,19,41.5,38.8,19.6,1.3,11.5,7.7,13.1,7.8, , , , , , 
17662,0130640,2,19,58,37.4,40,22.6,2.2,6.1,9,10.8,9.1, , , , , , 
17663,0130640,3,58,100,45.7,27.9,26.4,5,10,5.8,15.6,9.2, , , , , , 
17664,0130640,4,100,115,60,20.4,19.7,4.2,23.4,9.4,15.9,7, , , , , , 
17665,0130640,5,115,130,66,17.6,16.4,1.7,20.2,18.3,19.1,6.4, , , , , , 
17666,0130641,1,13,0, , , , , , , , , , , , , ,99.9
17667,0130641,2,0,8,23,51,26,0,0,1,4,18, , , , , ,58.3
17668,0130641,3,8,25,27,44,29,0,0,0,4,23, , , , , ,15.1
17669,0130641,4,25,48,20,45,35,0,0,1,2,17, , , , , ,17.7
17670,0130641,5,48,,20,50,30,0,1,1,3,15, , , , , ,17.4
17671,0130642,1,15,0, , , , , , , , , , , , , ,99.9
17672,0130642,2,0,10,50,49,24,0,1,2,23,23, , , , , ,12.5
17673,0130642,3,10,33,54,28,18,1,1,2,27,23, , , , , ,8.7
17674,0130642,4,33,43,61,23,16,0,2,2,32,25, , , , , ,7.2
17675,0130642,5,43,65,12,51,37,0,1,0,2,9, , , , , ,17.3
17676,0130642,6,65,,10,48,42,0,0,0,1,9, , , , , ,19.1
17677,0130643,1,0,17,51,34,16,2,5,5,17,20, , , , , , 
17678,0130643,2,17,40,45,25,31,2,5,8,19,11, , , , , , 
17679,0130643,3,40,60,49,24,26,3,6,9,21,11, , , , , , 
17680,0130644,1,0,15,82.9,9,8.1,0,0,0.2,4.2,77.6, , , , , , 
17681,0130644,2,15,41,87.8,6.3,5.9,0,0,0.1,4.4,82.6, , , , , , 
17682,0130644,3,41,58,88.4,6.9,4.7,0,0,0.1,2.5,84.7, , , , , , 
17683,0130644,4,58,104,93.6,3.9,2.6,0,0,0,2.5,90.4, , , , , , 
17684,0130645,1,0,19,77.1,11.7,11.1,0,0,0.2,4.4,71.8, , , , , , 
17685,0130645,2,19,52,85.1,7.4,7.6,0,0,0.1,4.6,79.8, , , , , , 
17686,0130645,3,52,103,91.6,5.4,3,0,0,0.1,2.3,89.1, , , , , , 
17687,0130645,4,103,133,94.1,3.6,2.3,0,0,0.2,5.1,88.4, , , , , , 
17688,0130646,1,0,17,74.3,13,12.7,0,0,0.3,2.5,70.8, , , , , , 
17689,0130646,2,17,37,82.8,8.5,8.7,0,0,0.1,3.3,78.9, , , , , , 
17690,0130646,3,37,66,87.8,7.1,5.2,0,0,-0.1,2.3,85, , , , , , 
17691,0130646,4,66,87,86.4,9.7,3.9,0,0,0,1.2,84, , , , , , 
17692,0130646,5,87,120,90.1,7.2,2.7,0,0,-0.1,2.8,86.9, , , , , , 
17693,0130647,1,0,17,46.9,29.6,23.5,0.1,0.6,0.5,31.8,13.8, , , , , , 
17694,0130647,2,17,21,32.6,48.6,18.8,0,0.3,0.4,19.2,12.6, , , , , , 
17695,0130647,3,21,40,23.7,47.7,28.6,0,0.2,0.2,13,10.3, , , , , , 
17696,0130647,4,40,70,53.6,18.4,28,0.2,0.1,0.2,37.8,15.1, , , , , , 
17697,0130647,5,70,100,44.1,21.9,34,0,0.1,0.2,28.3,15.4, , , , , , 
17698,0130647,6,100,120,49.5,20.3,30.1,0,0.1,0,30.8,18.5, , , , , , 
17699,0130648,1,0,14,22.9,56.9,20.2,0.1,0.1,0.1,2.2,20.1, , , , , , 
17700,0130648,2,14,45,33.2,44.3,22.5,0.1,0.1,0,2.6,30.1, , , , , , 
17701,0130648,3,45,57,5.1,40,54.8,0.1,0.1,0.1,0.7,3.8, , , , , , 
17702,0130648,4,57,100,8.3,45.8,45.9,0,0.1,0.1,1.4,6.2, , , , , , 
17703,0130649,1,0,5, , , , , , , , , , , , , ,38.1
17704,0130649,2,5,23,64,23,13, ,33, ,13,18, , , , , ,6.8
17705,0130649,3,23,35,54,33,13, ,22, ,18,14, , , , , ,7.1
17706,0130649,4,35,60,52,36,12, ,21, ,18,13, , , , , ,5.3
17707,0130650,1,0,13,4.8,30.7,64.5,0,0,0.5,1.4,2.3, , , , , , 
17708,0130650,2,13,33,2,20.3,77.7,0,0,0.2,0.3,1.2, , , , , , 
17709,0130650,3,33,58,1.8,18.2,80,0,0,0.3,0.3,0.6, , , , , , 
17710,0130650,4,58,80,1.7,18.8,79.5,0,0,0.1,0.3,0.7, , , , , , 
17711,0130650,5,80,110,1,18,81.1,0,0,-0.1,0.1,0.3, , , , , , 
17712,0130651,1,0,14,54.8,33.7,11.4,0.2,0.3,0.8,11.9,41.1, , , , , , 
17713,0130651,2,14,30,51.3,32.6,16.1,0.4,0.2,0.5,8.9,41, , , , , , 
17714,0130651,3,30,52,50.8,32.2,17,0.1,0.1,0.4,7.1,42.7, , , , , , 
17715,0130651,4,52,82,79.2,10.2,10.6,0.1,0.1,0.6,17.1,60.9, , , , , , 
17716,0130651,5,82,110,11.7,61.2,27.1,0,0.2,0.2,1.6,9.4, , , , , , 
17717,0130652,1,0,17,5.7,41.7,52.5,0.2,0.3,0.2,1,3.8, , , , , , 
17718,0130652,2,17,36,3.6,31.6,64.7,0,0,0.1,0.6,2.8, , , , , , 
17719,0130652,3,36,57,3.9,33.7,62.4,0,0.1,0.1,0.5,3.1, , , , , , 
17720,0130652,4,57,80,2.7,31.9,65.3,0.3,0.3,0.1,0.3,1.6, , , , , , 
17721,0130652,5,80,120,1.3,31.7,66.9,0,0,0,0.1,1, , , , , , 
17722,0130653,1,0,18,12.9,52.9,34.2,0.9,0.5,0.6,2.6,8, , , , , , 
17723,0130653,2,18,38,12.1,44,43.9,0,0.1,0.2,1.6,10.1, , , , , , 
17724,0130653,3,38,90,11.6,40.6,47.7,0.1,0.2,0.2,1.5,9.5, , , , , , 
17725,0130653,4,90,105,12.8,36.3,50.9,0,0.1,0.2,3.1,9.4, , , , , , 
17726,0130653,5,105,150,9.5,36,54.5,0.1,0.2,0.2,1.7,7.2, , , , , , 
17727,0130654,1,0,13,9.6,57.2,33.2,0,0.1,0.1,1.2,7.8, , , , , , 
17728,0130654,2,13,34,10.2,55.5,34.2,0,0,0.1,1,8.8, , , , , , 
17729,0130654,3,34,53,18.1,53,28.9,0,0,0,1.9,15.7, , , , , , 
17730,0130654,4,53,110,1,62.8,36.1,0,0,0,0,0.7, , , , , , 
17731,0130655,1,5,0, , , , , , , , , , , , , ,69.6
17732,0130655,2,0,10,59,27,14, ,24, ,20,15, , , , , ,8.4
17733,0130655,3,10,20,56,33,11, ,22, ,18,16, , , , , ,6
17734,0130655,4,20,50,60,28,12, ,22, ,22,16, , , , , ,4.9
17735,0130656,1,0,17,61.3,25.9,12.8,0,0,0.5,8.7,51, , , , , , 
17736,0130656,2,17,23,57.2,29.6,13.2,0,0,-0.1,6.5,50.1, , , , , , 
17737,0130656,3,23,32,49.3,28.2,22.4,0,0,-0.1,3.4,45.3, , , , , , 
17738,0130656,4,32,50,63.8,24,12.2,0,0,-0.1,3.9,59.3, , , , , , 
17739,0130656,5,50,74,83.9,9.2,6.9,0.1,0.1,0.2,15.8,67.4, , , , , , 
17740,0130656,6,74,110,91.1,4.7,4.3,0.1,0,0,31.2,59.6, , , , , , 
17741,0130656,7,110,140,86.6,6.7,6.7,0.2,0.1,0.2,22.9,63.1, , , , , , 
17742,0130657,1,0,22,54.6,30.1,15.3,0.4,2.1,8.1,37,6.9, , , , , , 
17743,0130657,2,22,45,12.3,52.4,35.2,0.4,1.1,3,6.5,1.4, , , , , , 
17744,0130657,3,45,86,6,58.9,35.1,0,0.6,1,3,1.3, , , , , , 
17745,0130657,4,86,116,0.8,48.9,50.3, , , , , , , , , , , 
17746,0130657,5,116,135,7.8,52,40.2,0,0.8,1.9,4,1.1, , , , , , 
17747,0130657,6,135,156,4.7,46.9,48.4,0.4,0.7,0.6,1.8,1.2, , , , , , 
17748,0130658,1,0,20,64.7,22,13.3,0,0.1,0.1,16.4,48.2, , , , , , 
17749,0130658,2,20,35,63.6,22.2,14.2,0,0,0,14.2,49.3, , , , , , 
17750,0130658,3,35,65,54.4,28.9,16.8,0,0,0.1,5.5,48.6, , , , , , 
17751,0130658,4,65,77,53.4,31.9,14.7,0.1,0,0,11.8,41.3, , , , , , 
17752,0130658,5,77,111,89.2,7.6,3.2,0,0,0,34.2,54.8, , , , , , 
17753,0130659,1,0,16,45.7,36.6,17.7,2,5.5,7.9,15.1,15.2, , , , , , 
17754,0130659,2,16,30,38.7,41,20.3,1.5,4.9,6.3,12.1,13.5, , , , , , 
17755,0130659,3,30,70,63,20.4,16.7,2.8,8.1,10.3,25.3,16.4, , , , , , 
17756,0130659,4,70,100,58.8,23.5,17.7,2.8,8.8,10.1,22.1,15, , , , , , 
17757,0130660,1,0,29,36.3,43.4,20.3,2.3,5.2,4.8,13.1,10.8, , , , , , 
17758,0130660,2,29,47,29.6,49.7,20.7,1.3,3.6,3.8,11,9.6, , , , , , 
17759,0130660,3,47,82,57.7,30.3,11.9,3.7,8.9,8.6,23,13.6, , , , , , 
17760,0130660,4,82,93,40.3,37.2,22.5,2.2,6.6,6.1,15.7,9.5, , , , , , 
17761,0130660,5,93,112,55.3,31,13.7,5.1,9.5,8.5,21,11.1, , , , , , 
17762,0130660,6,112,130,57.6,29.8,12.6,4.9,9.5,7.9,22.2,13, , , , , , 
17763,0130660,7,130,140,56.5,30.9,12.7,4,9.6,8.2,22.1,12.5, , , , , , 
17764,0130661,1,0,19,63.1,25.3,11.5,3.1,11.8,11.4,21.6,14.6, , , , , , 
17765,0130661,2,19,36,67.6,23.3,9.1,3.5,11.8,12.8,26,12.6, , , , , , 
17766,0130661,3,36,74,59.1,32.4,8.5,3.5,9.3,9.2,22,14.8, , , , , , 
17767,0130661,4,74,84,41,46.9,12.1,1.6,4.3,4.5,9.8,20.8, , , , , , 
17768,0130661,5,84,115,62.5,30.9,6.6,3.6,5.2,5.4,18.3,29.8, , , , , , 
17769,0130662,1,0,18,42.2,38.9,18.9,2.7,5.7,6.1,16.2,11.3, , , , , , 
17770,0130662,2,18,34,36.1,41.6,22.3,2.1,5.4,4.9,13.2,10.3, , , , , , 
17771,0130662,3,34,68,48.4,32.5,19.1,1.2,3.6,4.9,19.5,19.1, , , , , , 
17772,0130662,4,68,108,52.5,29.4,18.1,6.4,11.1,8.4,17.7,8.8, , , , , , 
17773,0130662,5,108,140,70.8,23.9,5.3,8.3,12.7,8.8,24.3,16.6, , , , , , 
17774,0130662,6,140,174,58.2,31.2,10.6,5,8.6,8.1,22.7,13.7, , , , , , 
17775,0130663,1,0,11,61.4,24.6,14.1,7,11.1,8.9,22.1,12.2, , , , , , 
17776,0130663,2,11,22,54.2,24.5,21.2,5.3,8.9,7.9,20.3,11.7, , , , , , 
17777,0130663,3,22,40,54.8,26.2,19,6.9,10.7,7.7,19.4,10.1, , , , , , 
17778,0130663,4,40,125,60.6,25.8,13.7,6.8,12.8,8.9,20.5,11.5, , , , , , 
17779,0130663,5,125,154,59.8,26.1,14.1,7.2,11.3,8.5,20.6,12.1, , , , , , 
17780,0130664,1,3,0, , , , , , , , , , , , , ,99.9
17781,0130664,2,0,15,45,49,6, ,5, ,6,34, , , , , ,5.6
17782,0130664,3,15,30,26,32,42, ,7, ,8,11, , , , , ,19.1
17783,0130664,4,30,45,31,35,34, ,10, ,10,11, , , , , ,14.5
17784,0130664,5,45,68,37,37,26, ,15, ,13,9, , , , , ,14.8
17785,0130664,6,68,,45,33,22, ,19, ,15,11, , , , , ,11.4
17786,0130666,1,5,0, , , , , , , , , , , , , ,87.7
17787,0130666,2,0,18,46,48,6, ,8, ,4,34, , , , , ,2.5
17788,0130666,3,18,30,49,35,16, ,1, ,5,43, , , , , ,6.8
17789,0130666,4,30,53,53,25,22, ,5, ,11,37, , , , , ,8.4
17790,0130666,5,53,73,50,27,23, ,8, ,9,33, , , , , ,8.1
17791,0130666,6,73,,21,41,38, ,6, ,6,9, , , , , ,12.7
17792,0130667,2,0,13,93,5,2, ,84, ,7,2, , , , , , 
17793,0130667,3,13,25,85,10,5, ,68, ,13,4, , , , , , 
17794,0130667,4,25,51,98,1,1, ,90, ,7,1, , , , , , 
17795,0130667,5,51,76,99,1,0, ,92, ,6,1, , , , , , 
17796,0130667,6,76,96,96,3,1, ,88, ,6,2, , , , , , 
17797,0130668,1,0,13,44,49,7, ,15, ,11,18, , , , , , 
17798,0130668,2,13,23,51,40,9, ,23, ,14,14, , , , , , 
17799,0130668,3,23,33,58,22,20, ,27, ,19,12, , , , , , 
17800,0130668,4,33,61,60,19,21, ,28, ,21,11, , , , , , 
17801,0130668,5,61,81,62,19,19, ,34, ,19,9, , , , , , 
17802,0130668,6,81,109,63,21,16, ,34, ,20,9, , , , , , 
17803,0130668,7,109,117,66,19,15, ,40, ,18,8, , , , , , 
17804,0130668,8,117,144,65,20,15, ,36, ,20,9, , , , , , 
17805,0130668,9,144,173,65,19,16, ,41, ,16,8, , , , , , 
17806,0130669,3,3,15,31,62,7, ,7, ,5,19, , , , , , 
17807,0130669,4,15,25,35,47,18, ,6, ,6,23, , , , , , 
17808,0130669,5,25,53,33,39,28, ,12, ,8,13, , , , , , 
17809,0130669,6,53,79,50,29,21, ,12, ,13,25, , , , , , 
17810,0130669,7,79,96,52,27,21, ,10, ,17,25, , , , , , 
17811,0130669,8,96,117,55,29,16, ,15, ,18,22, , , , , , 
17812,0130670,2,0,11,57,39,4, ,20, ,17,20, , , , , , 
17813,0130670,3,11,30,67,32,1, ,30, ,21,16, , , , , , 
17814,0130670,4,30,51,57,12,31, ,25, ,18,14, , , , , , 
17815,0130670,5,51,66,61,24,15, ,25, ,21,15, , , , , , 
17816,0130670,6,66,91,47,34,19, ,14, ,16,17, , , , , , 
17817,0130670,7,91,102,50,33,17, ,9, ,18,23, , , , , , 
17818,0130671,10,147,167,47,28,25, ,18, ,19,10, , , , , , 
17819,0130671,11,167,192,46,29,25, ,17, ,19,10, , , , , , 
17820,0130671,2,0,18,48,39,13, ,21, ,18,9, , , , , , 
17821,0130671,3,18,35,55,22,23, ,23, ,20,12, , , , , , 
17822,0130671,4,35,51,46,25,29, ,18, ,18,10, , , , , , 
17823,0130671,5,51,66,45,26,29, ,17, ,18,10, , , , , , 
17824,0130671,6,66,86,48,24,28, ,20, ,18,10, , , , , , 
17825,0130671,7,86,109,46,26,28, ,19, ,18,9, , , , , , 
17826,0130671,8,109,127,48,25,27, ,20, ,19,9, , , , , , 
17827,0130671,9,127,147,47,27,26, ,19, ,18,10, , , , , , 
17828,0130672,10,172,193,47,27,26, ,14, ,25,8, , , , , , 
17829,0130672,2,0,18,58,34,8, ,22, ,22,14, , , , , , 
17830,0130672,3,18,33,38,30,32, , , , , , , , , , , 
17831,0130672,4,33,51,37,22,41, ,13, ,14,10, , , , , , 
17832,0130672,5,51,78,40,27,33, ,16, ,15,9, , , , , , 
17833,0130672,6,78,105,45,26,29, ,17, ,18,10, , , , , , 
17834,0130672,7,105,122,47,28,25, ,14, ,21,12, , , , , , 
17835,0130672,8,122,147,47,28,25, ,15, ,21,11, , , , , , 
17836,0130672,9,147,172,47,27,26, ,14, ,21,12, , , , , , 
17837,0130673,1,0,15,42.8,45.6,11.7,0.8,1.4,4.7,21.9,13.5, , , , , ,15.7
17838,0130673,2,15,34,43.6,40.3,16.1,0.6,1,4.2,22,15.4, , , , , ,9.5
17839,0130673,3,34,70,17.4,62.2,20.5,0.1,0.5,1.7,8.2,6.6, , , , , ,11.2
17840,0130673,4,70,100,1.3,74,24.7,0,0,0.1,0.3,0.6, , , , , ,10
17841,0130674,1,3,0,45.2,47.5,7.3,9.5,6.3,5.5,12.2,11.8, , , , , ,13.7
17842,0130674,2,0,14,38.2,54.9,6.9,4.2,5.8,4.7,11.6,11.4, , , , , ,4.1
17843,0130674,3,14,30,64,29.3,6.6,9.3,11.3,8.6,19.4,15, , , , , ,3.6
17844,0130674,4,30,50,47,19.7,33.4,3.8,7.3,8.6,18.2,8.6, , , , , ,13.3
17845,0130674,5,50,70,45.1,24.8,30.1,3.6,6.1,8,17.9,10.4, , , , , ,11.5
17846,0130674,6,70,90,47.2,25.9,26.9,4.6,6.7,5.6,17.1,10.9, , , , , ,10.2
17847,0130674,7,90,,46.1,27.1,26.8,5.7,6.4,6.7,16.3,10.8, , , , , ,11.7
17848,0130676,2,0,5,44,43,19, ,16, ,10,11, , , , , , 
17849,0130676,3,5,13,51,33,16, ,21, ,15,15, , , , , , 
17850,0130676,4,13,51,51,27,22, ,17, ,21,13, , , , , , 
17851,0130676,5,51,81,57,25,18, ,25, ,21,11, , , , , , 
17852,0130677,1,0,15,43.9,40.7,15.4,2.7,5.4,7.2,16,12.4, , , , , , 
17853,0130677,2,15,34,55.3,30,14.7,4.1,9.2,9.3,19.8,12.6, , , , , , 
17854,0130677,3,34,44,47.6,24.4,27.9, , , , , , , , , , , 
17855,0130677,4,44,64,46.9,27.9,25.2,2.9,6.3,8,18,11.6, , , , , , 
17856,0130677,5,69,110,49.5,26.8,23.7,2.6,6,8.1,19.6,13.1, , , , , , 
17857,0130677,6,110,150,51.7,24.4,23.9,2.6,6.7,8.4,20.2,13.7, , , , , , 
17858,0130678,1,0,18,11,54,35,0,1,1,2,7, , , , , , 
17859,0130678,2,18,30,11,58,32,0,0,0,1,9, , , , , , 
17860,0130678,3,30,47,2,33,65,0,0,0,0,1, , , , , , 
17861,0130678,4,47,50,1,34,65,0,0,0,1,1, , , , , , 
17862,0130679,1,0,14,24,51.9,24.2,0.5,0.5,0.4,2.1,20.2, , , , , , 
17863,0130679,2,14,28,21.4,53.7,24.9,0,0.2,0.2,1.2,19.7, , , , , , 
17864,0130679,3,28,67,1.4,40.5,58.1,0,0.1,0.1,0.2,1.1, , , , , , 
17865,0130679,4,67,87,1.6,45.4,53,0,0.1,0.2,0.4,0.7, , , , , , 
17866,0130679,5,87,129,1.3,43.1,55.6, , , , , , , , , , , 
17867,0130679,6,129,186,0.8,40.1,59.1, , , , , , , , , , , 
17868,0130680,1,5,0, , , , , , , , , , , , , ,68.2
17869,0130680,10,150,160,69,23,8,0,0,2,43,24, , , , , ,4.6
17870,0130680,2,0,13,58,34,8,0,1,2,31,24, , , , , ,5.9
17871,0130680,3,13,30,47,36,17,0,0,1,23,23, , , , , ,8.5
17872,0130680,4,30,50,43,35,22,0,0,0,12,31, , , , , ,10.6
17873,0130680,5,50,68,54,33,13,0,0,1,24,29, , , , , ,6.9
17874,0130680,6,68,95,74,19,7,1,1,3,44,25, , , , , ,3.9
17875,0130680,7,95,118,80,14,6,1,0,4,52,23, , , , , ,3.3
17876,0130680,8,118,130,19,57,24,0,0,0,7,12, , , , , ,14.3
17877,0130680,9,130,150,37,46,17,0,0,1,14,22, , , , , ,10.5
17878,0130681,1,8,0, , , , , , , , , , , , , ,99.9
17879,0130681,2,0,5,53,36,11,0,1,1,22,29, , , , , ,16.1
17880,0130681,3,5,25,66,26,8,0,0,2,29,35, , , , , ,5.2
17881,0130681,4,25,43,22,51,27,0,0,1,8,13, , , , , ,14.4
17882,0130681,5,43,63,24,53,23,0,0,1,8,15, , , , , ,13.5
17883,0130681,6,63,78,36,45,19,0,0,1,13,22, , , , , ,11.9
17884,0130681,7,78,105,8,65,27,0,0,0,1,7, , , , , ,17.6
17885,0130681,8,105,115,2,63,35,0,0,0,1,1, , , , , ,23.7
