OID_,PEDON_ID,DRAINAGE,PM1_MD_DEP,PM1_PHYS,PM1_LIT_MD,PM1_CHEM,PM1_WEATHR,PM2_MD_DEP,PM2_PHYS,PM2_LIT_MD,PM2_CHEM,PM2_WEATHR,HUMUS_FORM,TABLE_KIND,TABLE_DPTH,ROCK_DPTH,CACO3_DPTH
2318,0054948, , , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2319,0054953,very poorly drained, , ,organic material - unspecified type, , , , , , , , , ,0.1, , 
2320,0054957,very poorly drained,organic, ,organic material - unspecified type,weakly calcareous,chemical and physical,morainal till, , ,extremely calcareous,chemical and physical, ,apparent,0, , 
2321,0054958,very poorly drained, , ,sedementary - siltstone and mudstone, , , , , , , , , ,0.1, , 
2322,0054961,very poorly drained, , ,sedementary - siltstone and mudstone, , , , , , , , , ,0, , 
2323,0054962,poorly drained,fluvial,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,chemical and physical,fluvial, ,sedementary - unspecified type,moderately acidic to neutral,chemical and physical, ,apparent,1, , 
2324,0054964,imperfectly drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , ,1.2, , 
2325,0054965,very poorly drained,organic, ,organic material - unspecified type,weakly calcareous,chemical and physical,morainal till,clayey, ,extremely calcareous,chemical and physical, ,apparent,0.7, , 
2326,0054966,poorly drained,glaciolacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,weakly calcareous,chemical and physical,glacio-lacustrine,coarse loamy and coarse silty, ,moderately to very strongly calcareous,chemical and physical, ,apparent,1.4, , 
2327,0054967,poorly drained,glaciolacustrine,clayey,undifferentiated, ,chemical and physical,glacio-lacustrine,clayey,undifferentiated,moderately to very strongly calcareous,chemical and physical, , , , , 
2328,0054970,imperfectly drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone,weakly calcareous,chemical and physical,glacio-lacustrine,coarse loamy and coarse silty, ,moderately to very strongly calcareous,chemical and physical, , , , , 
2329,0054972,poorly drained,eolian,sandy,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , ,apparent,0.8, , 
2330,0054973,poorly drained,glaciolacustrine,coarse loamy and coarse silty,mixed,weakly calcareous,chemical and physical,morainal till,skeletal,mixed,moderately to very strongly calcareous,chemical and physical, ,apparent,1, , 
2331,0054974,imperfectly drained,glaciolacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone, ,chemical and physical,morainal till,skeletal, ,moderately to very strongly calcareous, , ,apparent,1, , 
2332,0054975,well drained,fluvial,sandy,undifferentiated,moderately acidic to neutral,chemical and physical,fluvio-lacustrine,sandy,undifferentiated,extremely calcareous,weak chemical, , , , , 
2333,0054976,imperfectly drained,fluvial,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,weak chemical,fluvial, ,mixed,moderately acidic to neutral,chemical and physical, ,apparent,0.9, , 
2334,0054978,poorly drained,glaciolacustrine,coarse loamy and coarse silty,sedementary - limestone, ,chemical and physical,glacio-lacustrine,undifferentiated, , ,chemical and physical, , , , , 
2335,0054980,poorly drained,glaciolacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical,glacio-lacustrine,clayey, ,moderately to very strongly calcareous,chemical and physical, ,apparent,0.7, , 
2336,0054981,imperfectly drained,morainal till,clayey,undifferentiated,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2337,0054983,poorly drained,fluvial,clayey,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , ,perched,0.5, , 
2338,0054984,poorly drained,marine,clayey,sedementary - unspecified type,moderately acidic to neutral,weak chemical, , , , , , ,apparent,1.5, , 
2339,0054985,poorly drained,marine,coarse loamy and coarse silty,undifferentiated,moderately acidic to neutral,moderate chemical,marine,clayey,undifferentiated,moderately acidic to neutral,weak chemical, , , , , 
2340,0054986,poorly drained,marine,clayey,mixed,moderately acidic to neutral,weak chemical, , , , , , ,apparent,1.4, , 
2341,0054987,poorly drained,marine,sandy,mixed,moderately acidic to neutral,weak chemical, , , , , , , , , , 
2342,0054988,poorly drained,marine,coarse loamy and coarse silty,mixed,moderately acidic to neutral,weak chemical,marine,clayey,mixed,moderately acidic to neutral,weak chemical, , , , , 
2343,0054989,poorly drained,marine,fine loamy and fine silty,undifferentiated,moderately acidic to neutral,chemical and physical, , , , , , , , , , 
2344,0054990,imperfectly drained,glaciolacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,chemical and physical, , , , , ,terrestrial,other, , , 
2345,0054991,well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,extremely calcareous,weak chemical, , , , , , , , , , 
2346,0054992,poorly drained,marine,clayey,undifferentiated,moderately acidic to neutral,weak chemical, , , , , , , , , , 
2347,0054993,poorly drained,lacustrine,fine loamy and fine silty,sedementary - unspecified type,moderately acidic to neutral,weak chemical,lacustrine,coarse loamy and coarse silty,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, ,apparent,1.8, , 
2348,0054994,well drained,fluvio-eolian,sandy,undifferentiated,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2349,0054995,poorly drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,moderately to very strongly calcareous,moderate chemical, , , , , , , , , , 
2350,0054996,rapidly drained,fluvial,sandy,undifferentiated,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2351,0054997,poorly drained,marine,sandy,sedementary - unspecified type,weakly calcareous,weak chemical, , , , , , ,apparent,0.6, , 
2352,0054998,poorly drained,marine,fine loamy and fine silty,undifferentiated,moderately acidic to neutral,moderate chemical,marine,coarse loamy and coarse silty,undifferentiated,weakly calcareous,weak chemical, , , , , 
2353,0054999,poorly drained,marine,fine loamy and fine silty,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , , , ,1.4, , 
2354,0055000,well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
2355,0055001,well drained,morainal till,coarse loamy and coarse silty,igneous - unspecified type,moderately acidic to neutral,chemical and physical, , , , , , , , , , 
2356,0055002,poorly drained,marine,sandy,undifferentiated,moderately acidic to neutral,moderate chemical,morainal till,fine loamy and fine silty,undifferentiated,extremely calcareous,weak chemical, , , , , 
2357,0055004,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,moderate chemical, , , , , , , , , , 
2358,0055005,well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,extremely to strongly acidic,moderate chemical, , , , , , , , , , 
2359,0055006,moderately well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
2360,0055007,rapidly drained,glacio-fluvial,skeletal,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
2361,0055008,well drained,morainal till,fine loamy and fine silty,sedementary - unspecified type,moderately acidic to neutral,weak chemical, , , , , , , , , , 
2362,0055009,well drained,marine,sandy,mixed,moderately acidic to neutral,weak chemical,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , 
2363,0055010,well drained,marine,skeletal,sedementary - unspecified type,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
2364,0055012,well drained,morainal till,coarse loamy and coarse silty,sedementary - unspecified type,moderately acidic to neutral,weak chemical, , , , , , , , , , 
2365,0055013,rapidly drained,fluvial,sandy,undifferentiated,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2366,0055014,rapidly drained,fluvial,sandy,undifferentiated,extremely to strongly acidic,moderate chemical, , , , , , , , , , 
2367,0055015,well drained,morainal till,fragmental,sedementary - unspecified type,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2368,0055016,imperfectly drained,marine,sandy,undifferentiated,extremely to strongly acidic,moderate chemical, , , , , , , , , , 
2369,0055017,poorly drained,marine,sandy,undifferentiated,moderately acidic to neutral,weak chemical, , , , , , , , , , 
2370,0055018,rapidly drained,morainal till,sandy,igneous - unspecified type,moderately acidic to neutral,moderate chemical, , , , , , , , , , 
2371,0055020, ,glaciolacustrine,fine loamy and fine silty,undifferentiated, ,chemical and physical,glacio-lacustrine,clayey,undifferentiated,moderately to very strongly calcareous,chemical and physical, , , , , 
2372,0055021,well drained,glaciolacustrine,sandy,undifferentiated,moderately acidic to neutral,chemical and physical,glacio-lacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,chemical and physical,terrestrial,apparent,3, , 
2373,0055023,imperfectly drained,fluvial,sandy,sedementary - siltstone and mudstone,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2374,0055024,poorly drained,morainal till,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,moderate chemical, , , , , , , , , , 
2375,0055025,imperfectly drained,morainal till,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,moderate chemical, , , , , , , , , , 
2376,0055026,poorly drained,morainal till,coarse loamy and coarse silty,undifferentiated,extremely calcareous,weak chemical, , , , , , , , , , 
2377,0055027,imperfectly drained,morainal till,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
2378,0055028,imperfectly drained,fluvial,sandy,undifferentiated,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2379,0055029,poorly drained,marine,fine loamy and fine silty,undifferentiated,moderately acidic to neutral,weak chemical,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,weak chemical, , , , , 
2380,0055030,imperfectly drained,marine,sandy,undifferentiated,extremely to strongly acidic,weak chemical, , , , , , , , , , 
2381,0055032,poorly drained,marine,sandy,undifferentiated,moderately acidic to neutral,weak chemical, , , , , , ,apparent,0.7, , 
2382,0055033,imperfectly drained,marine,coarse loamy and coarse silty,undifferentiated,moderately acidic to neutral,weak chemical,marine,clayey,undifferentiated,moderately acidic to neutral,weak chemical, , , , , 
2383,0055034,imperfectly drained,marine,coarse loamy and coarse silty,undifferentiated,moderately acidic to neutral,weak chemical, , , , , , , , , , 
2384,0055035,imperfectly drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone,weakly calcareous,chemical and physical, , , , , , , ,1.1, , 
2385,0055036,poorly drained,lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone, ,chemical and physical,lacustrine,clayey, , ,chemical and physical, , , , , 
2386,0055037,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2387,0055038,imperfectly drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , ,apparent, , , 
2388,0055039,imperfectly drained,glaciolacustrine, ,undifferentiated, ,chemical and physical,morainal till,clayey,undifferentiated, ,chemical and physical, ,apparent, , , 
2389,0055040,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2390,0055041,poorly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , ,1.1, , 
2391,0055043,imperfectly drained,glaciolacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone, ,chemical and physical,glacio-lacustrine,clayey, ,extremely calcareous,chemical and physical, , , , , 
2392,0055044,poorly drained,glaciolacustrine,clayey,sedementary - unspecified type, ,chemical and physical, , , , , , , , , , 
2393,0055046,poorly drained,fluvial,clayey,undifferentiated, ,chemical and physical, , , , , , ,apparent, , , 
2394,0055047,imperfectly drained,glaciolacustrine, ,sedementary - siltstone and mudstone, ,chemical and physical,glacio-lacustrine,clayey, , ,chemical and physical, , , , , 
2395,0055048,poorly drained,morainal till,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2396,0055049,poorly drained,morainal till,clayey,sedementary - siltstone and mudstone, ,chemical and physical,glacio-lacustrine,clayey, , ,chemical and physical, , , , , 
2397,0055050,moderately well drained,fluvio-lacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2398,0055051,imperfectly drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone, ,chemical and physical,glacio-lacustrine,coarse loamy and coarse silty, , ,chemical and physical, , , , , 
2399,0055052,well drained,glaciolacustrine, ,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , ,apparent, , , 
2400,0055053,moderately well drained, , ,sedementary - siltstone and mudstone, , , , , , , , ,apparent, , , 
2401,0055054,imperfectly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone, ,chemical and physical,morainal till,clayey, , ,chemical and physical, , , , , 
2402,0055055,poorly drained,morainal till,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2403,0055056,imperfectly drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone, ,chemical and physical,morainal till,clayey, , ,chemical and physical, , , , , 
2404,0055057,poorly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , , , , , 
2405,0055058,well drained,morainal till, ,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , ,apparent, , , 
2406,0055059,very poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2407,0055060,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , ,0.2, , 
2408,0055061,very poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2409,0055062,very poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,lacustrine,fine loamy and fine silty, ,moderately to very strongly calcareous,chemical and physical, , , , , 
2410,0055063,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,chemical and physical, , , , , 
2411,0055064,imperfectly drained,lacustrine, ,sedementary - siltstone and mudstone, ,chemical and physical,morainal till, , , ,chemical and physical, , , , , 
2412,0055065,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2413,0055066,imperfectly drained,morainal till, ,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , , , , , 
2414,0055067,very poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2415,0055068,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,chemical and physical, , , , , 
2416,0055069,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,fine loamy and fine silty, ,moderately acidic to neutral,chemical and physical, , , , , 
2417,0055070,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2418,0055071,very poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2419,0055072,very poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2420,0055073, ,organic, ,organic material - fen peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2421,0055074,very poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,glacio-lacustrine,clayey, ,moderately acidic to neutral, , , , , , 
2422,0055075,very poorly drained,organic, ,organic material - fen peat,moderately acidic to neutral, ,glacio-lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, , , , , 
2423,0055076,very poorly drained,organic, ,organic material - forest peat,moderately acidic to neutral, ,lacustrine,coarse loamy and coarse silty, ,moderately to very strongly calcareous,chemical and physical, , , , , 
2424,0055077,very poorly drained,organic, ,organic material - forest peat,moderately acidic to neutral, ,lacustrine,fine loamy and fine silty, ,moderately to very strongly calcareous,chemical and physical, , , , , 
2425,0055078,very poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral,chemical and physical, ,apparent, , , 
2426,0055079,very poorly drained,organic, ,organic material - forest peat,moderately acidic to neutral, ,lacustrine,coarse loamy and coarse silty, ,moderately acidic to neutral,chemical and physical, ,apparent, , , 
2427,0055081,imperfectly drained,lacustrine,clayey,undifferentiated,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2428,0055082,poorly drained,glaciolacustrine,fine loamy and fine silty,undifferentiated, ,chemical and physical,glacio-lacustrine,clayey,undifferentiated, ,chemical and physical, , , , , 
2429,0055083,imperfectly drained, , ,sedementary - siltstone and mudstone, , , , , , , , ,apparent,1, , 
2430,0055084,rapidly drained,glaciolacustrine,sandy,undifferentiated, ,chemical and physical, , , , , , , , , , 
2431,0055085,well drained,glaciolacustrine, ,undifferentiated,moderately acidic to neutral,chemical and physical, , , , , , , , , , 
2432,0055086,poorly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2433,0055087,poorly drained,fluvial, ,sedementary - siltstone and mudstone,moderately acidic to neutral,chemical and physical,morainal till,clayey, ,moderately to very strongly calcareous,chemical and physical, , , , , 
2434,0055088,rapidly drained,glaciolacustrine,coarse loamy and coarse silty,sedementary - unspecified type,moderately acidic to neutral,chemical and physical, , , , , , , , , , 
2435,0055089,imperfectly drained,morainal till, ,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2436,0055090, ,glaciolacustrine, ,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , , , , , 
2437,0055091,imperfectly drained,morainal till,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2438,0055092,rapidly drained,glaciolacustrine,skeletal,undifferentiated, ,chemical and physical, , , , , , ,apparent, , , 
2439,0055093,imperfectly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2440,0055094,poorly drained,glaciolacustrine,clayey,undifferentiated, ,chemical and physical, , , , , , , , , , 
2441,0055095,poorly drained,glaciolacustrine, ,sedementary - siltstone and mudstone, ,chemical and physical,morainal till, , , ,chemical and physical, , , , , 
2442,0055096, ,lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical,residual,fine loamy and fine silty,sedementary - unspecified type,moderately to very strongly calcareous,chemical and physical, , , , , 
2443,0055097,poorly drained,glaciolacustrine,clayey,sedementary - unspecified type,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2444,0055098,imperfectly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2445,0055099,poorly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2446,0055100,imperfectly drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2447,0055101,imperfectly drained,glaciolacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone, ,chemical and physical,glacio-lacustrine,clayey, , ,chemical and physical, , , , , 
2448,0055102,poorly drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2449,0055103,poorly drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , , , , , 
2450,0055104,imperfectly drained,lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral,chemical and physical,lacustrine,clayey, ,moderately to very strongly calcareous,chemical and physical, , , , , 
2451,0055105,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
2452,0055106,rapidly drained,eolian,sandy,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , , , , , 
2453,0055107,poorly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately acidic to neutral,chemical and physical,glacio-lacustrine,clayey, , ,chemical and physical, , , , , 
2454,0055108,imperfectly drained,lacustrine, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2455,0055109,poorly drained, , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2456,0055110,poorly drained,morainal till,clayey,sedementary - siltstone and mudstone, ,chemical and physical,morainal till,clayey, , ,chemical and physical, , , , , 
2457,0055111,imperfectly drained,glaciolacustrine,fine loamy and fine silty,undifferentiated, ,chemical and physical,glacio-lacustrine,clayey,undifferentiated, ,chemical and physical, , , , , 
2458,0065112,moderately well drained,morainal till, ,metamorphic - schist and phyllite, , , , , , , , , , , , 
2459,0065117,moderately well drained,fluvial, ,undifferentiated, ,unspecified, , , , , , , , , , 
2460,0065119,well drained,morainal till, ,metamorphic - schist and phyllite, , , , , , , , , , , , 
2461,0065120,rapidly drained,marine, ,sedementary - siltstone and mudstone, ,unspecified, , , , , , , , , , 
2462,0065121,rapidly drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2463,0065122,imperfectly drained,lacustrine, ,undifferentiated, ,unspecified, , , , , , , ,0.7, , 
2464,0065123,well drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2465,0065124,moderately well drained,residual, ,sedementary - shale, ,unspecified, , , , , , ,apparent,0.9, , 
2466,0065126,poorly drained,fluvial, ,undifferentiated, ,unspecified, , , , , , , ,0.5, , 
2467,0065127,imperfectly drained,fluvio-marine, ,undifferentiated, ,unspecified, , , , , , ,other,4.5, , 
2468,0065128,imperfectly drained,fluvial, ,undifferentiated, ,unspecified, , , , , , , , , , 
2469,0065130,imperfectly drained,fluvial, ,undifferentiated, ,unspecified, , , , , , , , , , 
2470,0065131,imperfectly drained,marine, ,undifferentiated, ,unspecified, , , , , , , ,0.6, , 
2471,0065132,imperfectly drained,marine, ,undifferentiated, ,unspecified, , , , , , ,other,10, , 
2472,0065133,poorly drained,marine, ,undifferentiated, ,unspecified, , , , , , ,other,0.8, , 
2473,0065134,well drained,fluvial, ,undifferentiated, ,unspecified, , , , , , , , , , 
2474,0065135,well drained,morainal till, ,igneous - unspecified type, ,unspecified, , , , , , , , , , 
2475,0065136,moderately well drained,marine, ,undifferentiated, ,unspecified, , , , , , , ,0.5, , 
2476,0065137,imperfectly drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2477,0065138,well drained,marine, ,undifferentiated, ,unspecified,lacustrine, ,undifferentiated, ,unspecified, , ,0.5, , 
2478,0065139,imperfectly drained,glaciomarine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2479,0065140, , , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2480,0065141, , , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2481,0065142,well drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2482,0065143,imperfectly drained,marine, ,undifferentiated, ,unspecified,lacustrine, ,undifferentiated, ,unspecified, , ,0.6, , 
2483,0065144,imperfectly drained,marine, ,undifferentiated, ,unspecified, , , , , , , ,8, , 
2484,0065145,well drained,fluvio-marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2485,0065146,imperfectly drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2486,0065148,well drained,fluvial, ,undifferentiated, ,unspecified, , , , , , , , , , 
2487,0065149,well drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2488,0065150,imperfectly drained,lacustrine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2489,0065151,rapidly drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2490,0065152,moderately well drained,morainal till, ,undifferentiated, ,unspecified, , , , , , , ,1.5, , 
2491,0065153,imperfectly drained,lacustrine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2492,0065154,rapidly drained,eolian, ,undifferentiated, ,unspecified, , , , , , , , , , 
2493,0065155,rapidly drained,fluvio-marine, ,igneous - unspecified type, ,unspecified, , , , , , , , , , 
2494,0065156,well drained,morainal till, ,igneous - unspecified type, ,unspecified, , , , , , , , , , 
2495,0065157,very rapidly drained,marine, ,undifferentiated, ,unspecified,morainal till, ,igneous - unspecified type, ,unspecified, , , , , 
2496,0065158,well drained,fluvio-marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2497,0065159,rapidly drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2498,0065160,rapidly drained,fluvio-marine, ,igneous - unspecified type, ,unspecified, , , , , , , , , , 
2499,0065161,moderately well drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2500,0065162,imperfectly drained,fluvio-marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2501,0065164,well drained,marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2502,0065167,imperfectly drained,lacustrine, ,undifferentiated, ,unspecified, , , , , , , ,1.2, , 
2503,0065168,imperfectly drained,fluvial, ,undifferentiated, ,unspecified, , , , , , ,apparent,0.6, , 
2504,0065169,imperfectly drained,fluvio-marine, ,undifferentiated, ,unspecified, , , , , , , , , , 
2505,0065170, ,morainal till, ,igneous - coarse acidic, ,unspecified, , ,metamorphic - unspecified type, , , , , , , 
2506,0065171,poorly drained,marine, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2507,0065175,moderately well drained,marine, ,sedementary - siltstone and mudstone, , , , , , , , , ,0.5, , 
2508,0065176,moderately well drained,marine, ,sedementary - siltstone and mudstone, , ,marine, , , , , , ,0.5, , 
2509,0065177,poorly drained,marine, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2510,0065179,imperfectly drained,fluvial, ,sedementary - siltstone and mudstone, , , , , , , , , ,0.4, , 
2511,0065180,well drained,fluvial, ,sedementary - siltstone and mudstone, , ,marine, , , , , , , , , 
2512,0065181,well drained,morainal till, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
2513,0065182, , , ,sedementary - siltstone and mudstone, , , , , , , , , ,0.3, , 
2514,0065184,imperfectly drained,lacustrine, ,sedementary - siltstone and mudstone, , , , , , , , , ,0.9, , 
2515,0065186,very poorly drained,marine, ,sedementary - siltstone and mudstone, , , , , , , , , ,1, , 
2516,0065188,well drained,fluvio-marine,coarse loamy and coarse silty,sedementary - sandstone,moderately acidic to neutral,moderate chemical,morainal till,skeletal,sedementary - sandstone,moderately to very strongly calcareous,weak chemical, , , , , 
2517,0065190,very rapidly drained,fluvial,coarse loamy and coarse silty,mixed,extremely to strongly acidic,weak chemical, , , , , ,terrestrial,apparent,5, , 
2518,0065192,well drained,morainal till,coarse loamy and coarse silty,igneous - coarse basic,moderately acidic to neutral,chemical and physical,glacio-fluvial,stratified - mineral,igneous - coarse basic,moderately acidic to neutral,chemical and physical,terrestrial, , , , 
2519,0065193,poorly drained,fluvio-marine,sandy,sedementary - unspecified type,extremely to strongly acidic,unspecified, , , , , , , , , , 
2520,0065195,well drained,fluvial,coarse loamy and coarse silty,sedementary - limestone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2521,0065196,poorly drained,organic, ,organic material - forest peat, , , , , , , , , , , , 
2522,0065198,poorly drained,organic, ,organic material - forest peat, , , , , , , , , , , , 
2523,0065199,imperfectly drained,fluvial,sandy,sedementary - siltstone and mudstone,moderately acidic to neutral,unspecified, , , , , , , , , , 
2524,0065200,poorly drained,organic, ,organic material - forest peat, , , , , , , , , , , , 
2525,0065201,poorly drained,fluvial,sandy,sedementary - shale,moderately acidic to neutral,unspecified, , , , , , , , , , 
