OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,MIN_THICK,MAX_THICK,BNDRY_DIST,BNDRY_FORM,HZN_MAS,HZN_SUF,HZN_MOD,HZN_LIT
561,0020803,2,30,38, , , , ,AB, , , 
562,0020803,3,38,61, , , , ,B,tj, , 
563,0020803,4,61, , , , , ,C,k, , 
564,0020805,1,-5,0, , , , ,LH, , , 
565,0020805,2,0,5, , , , ,A,e, , 
566,0020805,3,5,20, , , , ,B,m, , 
567,0020805,4,20,89, , , , ,C, ,1, 
568,0020805,5,89,99, , , , ,C, ,2, 
569,0020805,6,99,124, , , , ,C, ,3, 
570,0020816,1,0,13, , , , ,A,e, , 
571,0020816,2,13,21, , , , ,AB, , , 
572,0020816,3,21,54, , , , ,B,t, , 
573,0020816,4,54,105, , , , ,BC, , , 
574,0020816,5,105,169, , , , ,C,k, , 
575,0020818,1,0,8, , , , ,A,h, , 
576,0020818,2,8,28, , , , ,B,m, , 
577,0020818,3,28,51, , , , ,C,ca,1, 
578,0020818,4,51,76, , , , ,C,ca,2, 
579,0020818,5,76,122, , , , ,C,k, , 
580,0020823,1,0,5, , , , ,A,h, , 
581,0020823,2,5,15, , , , ,A,he, , 
582,0020823,3,15,25, , , , ,B,t, , 
583,0020823,4,25,61, , , , ,C,k,1, 
584,0020823,5,61,81, , , , ,C,k,2, 
585,0020824,1,0,4, , , , ,A,h, , 
586,0020824,2,4,13, , , , ,A,he, , 
587,0020824,3,13,24, , , , ,B,t, , 
588,0020824,4,24,51, , , , ,C,k,1, 
589,0020824,5,51,71, , , , ,C,k,2, 
590,0020825,1,0,9, , , , ,A,h, , 
591,0020825,2,9,19, , , , ,B,m, , 
592,0020825,3,19,49, , , , ,C,ca, , 
593,0020825,4,49, , , , , ,C,k, , 
594,0020830,1,0,13, , , , ,A,h, , 
595,0020830,2,13,26, , , , ,B,m, , 
596,0020830,3,26,52, , , , ,C,k,1, 
597,0020830,4,52, , , , , ,C,k,2, 
598,0020831,1,0,13, , , , ,A,h, , 
599,0020831,2,13,41, , , , ,B,m, , 
600,0020831,3,41,74, , , , ,C,ca, , 
601,0020831,4,74,112, , , , ,C, , , 
602,0020832,1,0,14, , , , ,A,h, , 
603,0020832,2,14,36, , , , ,B,m, , 
604,0020832,3,36,56, , , , ,C,k,1, 
605,0020832,4,56,97, , , , ,C,k,2, 
606,0020833,1,0,10, , , , ,A,h, , 
607,0020833,2,10,20, , , , ,A,he, , 
608,0020833,3,20,51, , , , ,B,tj,1, 
609,0020833,4,51,71, , , , ,B,t, , 
610,0020833,5,71,91, , , , ,C,ca, , 
611,0020833,6,91,127, , , , ,C,k, , 
612,0020842,1,-8,0, , , , ,LH, , , 
613,0020842,2,0,9, , , , ,A,e, , 
614,0020842,3,9,17, , , , ,AB, , , 
615,0020842,4,17,45, , , , ,B,t, , 
616,0020842,5,45,65, , , , ,BC, , , 
617,0020842,6,65,136, , , , ,C,k, , 
618,0020843,1,0,3, , , , ,A,h, , 
619,0020843,2,3,16, , , , ,A,e, , 
620,0020843,3,16,41, , , , ,B,t, , 
621,0020843,4,41,56, , , , ,C, , , 
622,0020843,5,56,86, , , , ,C, ,1,2
623,0020843,6,86,116, , , , ,C, ,2,2
624,0020844,1,-8,0, , , , ,LH, , , 
625,0020844,2,0,18, , , , ,A,e, , 
626,0020844,3,18,26, , , , ,B,t,1, 
627,0020844,4,26,59, , , , ,B,t,2, 
628,0020844,5,59,102, , , , ,BC, , , 
629,0020844,6,102,110, , , , ,C, ,1, 
630,0020844,7,110,161, , , , ,C, ,2, 
631,0020844,8,161,237, , , , ,C,k, , 
632,0020851,1,0,25, , , , ,A,h, , 
633,0020851,2,25,30, , , , ,A,he, , 
634,0020851,3,30,56, , , , ,B,tj,1, 
635,0020851,4,56,112, , , , ,B,tj,2, 
636,0020851,5,112,137, , , , ,BC,k, , 
637,0020851,6,137, , , , , ,C, , , 
638,0020856,1,0,2, , , , ,A,h,1, 
639,0020856,2,2,13, , , , ,A,he,2, 
640,0020856,3,13,18, , , , ,A,e, , 
641,0020856,4,18,28, , , , ,B,t,1, 
642,0020856,5,28,38, , , , ,B,t,2, 
643,0020856,6,38,53, , , , ,C,k,1, 
644,0020856,7,53,71, , , , ,C,k,2, 
645,0020857,1,0,7, , , , ,A,h, , 
646,0020857,2,7,14, , , , ,A,he, , 
647,0020857,3,14,16, , , , ,A,e, , 
648,0020857,4,16,33, , , , ,B,nt, , 
649,0020857,5,33,53, , , , ,C,casa, , 
650,0020857,6,53,66, , , , ,C,cas, , 
651,0020857,7,66,75, , , , ,C,ca, , 
652,0020857,8,75,94, , , , ,C,k, ,2
653,0020858,1,0,10, , , , ,A,h, , 
654,0020858,2,10,23, , , , ,A,e, , 
655,0020858,3,23,51, , , , ,B,nt, , 
656,0020858,4,51,76, , , , ,BC,k, , 
657,0020858,5,76, , , , , ,C,k, ,2
658,0020859,1,0,4, , , , ,A,h,1, 
659,0020859,2,4,16, , , , ,A,h,2, 
660,0020859,3,16,39, , , , ,B,m,1, 
661,0020859,4,39,60, , , , ,B,m,2, 
662,0020859,5,60,104, , , , ,B,m,3, 
663,0020859,6,104,122, , , , ,C,k, , 
664,0020862,1,0,13, , , , ,A,h, , 
665,0020862,2,13,18, , , , ,A,e, , 
666,0020862,3,18,36, , , , ,B,t, , 
667,0020862,4,36,76, , , , ,C,ca, , 
668,0020862,5,76,122, , , , ,C,k,1, 
669,0020862,6,122,244, , , , ,C,k,1,2
670,0020862,7,244, , , , , ,C,k,2,2
671,0020865,1,0,4, , , , ,A,h, , 
672,0020865,2,4,16, , , , ,A,he,1, 
673,0020865,3,16,40, , , , ,A,he,2, 
674,0020865,4,40,46, , , , ,A,e, , 
675,0020865,5,46,57, , , , ,B,nt,1,2
676,0020865,6,57,68, , , , ,B,nt,2,2
677,0020865,7,68,81, , , , ,BC,k, ,2
678,0020865,8,81,91, , , , ,C,k, ,2
679,0020871,1,0,15, , , , ,A,p, , 
680,0020871,2,15,20, , , , ,A,e, , 
681,0020871,3,20,36, , , , ,B,t,1, 
682,0020871,4,36,46, , , , ,B,t,2, 
683,0020871,5,46,66, , , , ,C,k,1, 
684,0020871,6,66,81, , , , ,C,k,2, 
685,0020875,1,0,6, , , , ,A,h, , 
686,0020875,2,6,25, , , , ,B,t, , 
687,0020875,3,25,46, , , , ,C,ca, , 
688,0020875,4,46,66, , , , ,C, , , 
689,0020878,1,0,12, , , , ,A,h, , 
690,0020878,2,12,15, , , , ,A,e, , 
691,0020878,3,15,23, , , , ,B,nt,1, 
692,0020878,4,23,28, , , , ,B,nt,2, 
693,0020878,5,28,46, , , , ,C,k,1, 
694,0020878,6,46,76, , , , ,C,k,2, 
695,0020880,1,0,10, , , , ,A,h, , 
696,0020880,2,10,15, , , , ,A,e, , 
697,0020880,3,15,36, , , , ,AB, , , 
698,0020880,4,36,61, , , , ,B,t, , 
699,0020880,5,61,76, , , , ,C,k,1, 
700,0020880,6,76,97, , , , ,C,k,2, 
701,0020900,1,0,2, , , , ,B,kfj, , 
702,0020900,2,2,10, , , , ,A,ek,1, 
703,0020900,3,10,16, , , , ,A,ek,2, 
704,0020900,4,16,20, , , , ,B,tk, ,2
705,0020900,5,20, , , , , ,C,k, ,2
706,0020901,1,0,3, , , , ,B,fj, , 
707,0020901,2,3,6, , , , ,A,e, , 
708,0020901,3,6,9, , , , ,AB, , , 
709,0020901,4,9,15, , , , ,B,t, , 
710,0020901,5,15,24, , , , ,BC, , , 
711,0020901,6,24, , , , , ,C,k, , 
712,0020902,1,-4,0, , , , ,LF, , , 
713,0020902,10,73,92, , , , ,BC, , , 
714,0020902,11,92,105, , , , ,BC,k, , 
715,0020902,12,105,118, , , , ,C,k, , 
716,0020902,2,0,3, , , , ,A,h, , 
717,0020902,3,3,8, , , , ,A,he, , 
718,0020902,4,8,13, , , , ,A,e,1, 
719,0020902,5,13,18, , , , ,A,e,2, 
720,0020902,6,18,23, , , , ,AB, , , 
721,0020902,7,23,33, , , , ,BA,a, , 
722,0020902,8,33,53, , , , ,B,t,1, 
723,0020902,9,53,73, , , , ,B,t,2, 
724,0020903,1,0,4, , , , ,A,h, , 
725,0020903,2,4,9, , , , ,A,he,1, 
726,0020903,3,9,19, , , , ,A,he,2, 
727,0020903,4,19,24, , , , ,A,e, , 
728,0020903,5,24,29, , , , ,AB, ,1, 
729,0020903,6,29,39, , , , ,AB,gj, , 
730,0020903,7,39,59, , , , ,B,tgj,1, 
731,0020903,8,59,79, , , , ,B,tgj,2, 
732,0020903,9,79,92, , , , ,CB,kgj, , 
733,0020904,1,0,5, , , , ,A,h, , 
734,0020904,2,5,10, , , , ,A,he, , 
735,0020904,3,10,20, , , , ,A,e,1, 
736,0020904,4,20,25, , , , ,A,e,2, 
737,0020904,5,25,35, , , , ,AB, , , 
738,0020904,6,35,60, , , , ,B,t,1, 
739,0020904,7,60,85, , , , ,B,t,2, 
740,0020904,8,85,110, , , , ,BC,gj, , 
741,0020904,9,110,114, , , , ,CB,kgj, , 
742,0020905,1,-3,0, , , , ,LH, , , 
743,0020905,2,0,6, , , , ,A,hg, , 
744,0020905,3,6,34, , , , ,B,g, , 
745,0020905,4,34, , , , , ,C,kg, , 
746,0020906,1,0,2, , , , ,A,h, , 
747,0020906,2,2,8, , , , ,A,e, , 
748,0020906,3,8,15, , , , ,B,t, , 
749,0020906,4,15,32, , , , ,BC, , , 
750,0020906,5,32,50, , , , ,C,ca, , 
751,0020906,6,50, , , , , ,C,k, , 
752,0020907,1,0,2, , , , ,A,heg, , 
753,0020907,2,2,7, , , , ,AB,g, , 
754,0020907,3,7,11, , , , ,B,tg,1, 
755,0020907,4,11,39, , , , ,B,tg,2, 
756,0020907,5,39, , , , , ,C,kg, , 
757,0020908,1,0,3,3,4, , ,A,h, , 
758,0020908,2,3,5,1,2, , ,A,e, , 
759,0020908,3,5,8, , , , ,AB, , , 
760,0020908,4,8,23, , , , ,B,t, , 
761,0020908,5,23,34, , , , ,BC, , , 
762,0020908,6,34,60, , , , ,C,ca, , 
763,0020908,7,60, , , , , ,C,k, , 
764,0020910,1,-6,0, , , , ,H, , , 
765,0020910,2,0,4, , , , ,A,eg, , 
766,0020910,3,4,13, , , , ,B,g, , 
767,0020910,4,13, , , , , ,C,g, , 
768,0020916,1,0,18, , , , ,A,p, , 
769,0020916,2,18,33, , , , ,AB,g, , 
770,0020916,3,33,56, , , , ,B,t,1, 
771,0020916,4,56,91, , , , ,B,t,2, 
772,0020916,5,91,152, , , , ,BC, , , 
773,0020916,6,152, , , , , ,C,k, , 
774,0020917,1,0,15, , , , ,A,e, , 
775,0020917,2,15,23, , , , ,AB, , , 
776,0020917,3,23,58, , , , ,B,t, , 
777,0020917,4,58,99, , , , ,BC, , , 
778,0020917,5,99,150, , , , ,C, , , 
779,0020918,1,0,18, , , , ,A,p, , 
780,0020918,2,18,41, , , , ,B,t,1, 
781,0020918,3,41,76, , , , ,B,t,2, 
782,0020918,4,76,107, , , , ,C,k,1, 
783,0020918,5,107,137, , , , ,C,k,2, 
784,0020920,1,0,5, , , , ,A,h, , 
785,0020920,2,5,30, , , , ,A,e, , 
786,0020920,3,30,56, , , , ,B,t,1, 
787,0020920,4,56,74, , , , ,B,t,2, 
788,0020920,5,74,107, , , , ,C, , , 
789,0020920,6,107,142, , , , ,C,k,1, 
790,0020920,7,142,168, , , , ,C,k,2, 
791,0020921,1,-5,0,3,8, , ,LH, , , 
792,0020921,2,0,13,8, , , ,A,e, , 
793,0020921,3,13,23,5,3, , ,AB, , , 
794,0020921,4,23,58, ,1, , ,B,t,1, 
795,0020921,5,58,91, ,6, , ,B,t,2, 
796,0020921,6,91,152, ,6, , ,BC, , , 
797,0020921,7,152, , , , , ,C,k, , 
798,0020922,1,-3,0,3,8, , ,LH, , , 
799,0020922,2,0,23, ,5, , ,A,e,1, 
800,0020922,3,23,38, ,5, , ,A,e,2, 
801,0020922,4,38,56,5,1, , ,B,t,1, 
802,0020922,5,56,84, , , , ,B,t,2, 
803,0020922,6,84,99,5,1, , ,BC, , , 
804,0020922,7,99,152,6,6, , ,C, ,1, 
805,0020922,8,152,213, , , , ,C, ,2, 
806,0020923,1,-5,0,3, , , ,LH, , , 
807,0020923,2,0,13,8,8, , ,A,e, , 
808,0020923,3,13,20, ,3, , ,AB, , , 
809,0020923,4,20,36, , , , ,B,nt, , 
810,0020923,5,36,48,8,5, , ,BC,k, , 
811,0020923,6,48,79, ,1, , ,C,cas, , 
812,0020923,7,79, , , , , ,C,sk, , 
813,0020924,1,0,4, , , , ,A,e, , 
814,0020924,2,4,23, , , , ,B,m, , 
815,0020924,3,23,51, , , , ,C, ,1, 
816,0020924,4,51,61, , , , ,C, ,2, 
817,0020925,1,0,10, , , , ,A,e,1, 
818,0020925,2,10,46, , , , ,A,e,2, 
819,0020925,3,46,52, , , , ,B,t, , 
820,0020925,4,52,91, , , , ,BC, ,1, 
821,0020925,5,91,168, , , , ,BC, ,2, 
822,0020925,6, ,168, , , , ,C,t, , 
823,0020926,1,-1,0, , , , ,LH, , , 
824,0020926,2,0,4, , , , ,A,e,1, 
825,0020926,3,4,7, , , , ,A,e,2, 
826,0020926,4,7,10, , , , ,AB, , , 
827,0020926,5,10,26, , , , ,B,t, , 
828,0020926,6,26,45, , , , ,BC, , , 
829,0020926,7,45, , , , , ,C,k, , 
830,0020928,1,0,2, , , , ,A,e,1, 
831,0020928,2,2,6, , , , ,A,e,2, 
832,0020928,3,6,14, , , , ,B,m, , 
833,0020928,4,14,20, , , , ,BC, , , 
834,0020928,5,20, , , , , ,C, , , 
835,0020929,1,0,5, , , , ,A,egj, , 
836,0020929,2,5,9, , , , ,AB,gj, , 
837,0020929,3,9,25, , , , ,B,tgj, , 
838,0020929,4,25,39, , , , ,BC,gj, , 
839,0020929,5,39, , , , , ,C,kg, , 
840,0020930,1,-5,0, , , , ,LF, , , 
841,0020930,2,0,8, , , , ,A,hg, , 
842,0020930,3,8,25, , , , ,B,g, , 
843,0020930,4,25, , , , , ,C,gk, , 
844,0020934,1,0,15, , , , ,A,e, , 
845,0020934,2,15,56, , , , ,B,m,1, 
846,0020934,3,56,102, , , , ,B,m,2, 
847,0020937,1,-5,0,3,5, , ,LH, , , 
848,0020937,2,0,15,3, , , ,A,e, , 
849,0020937,3,15,41,5,6, , ,B,m,1, 
850,0020937,4,41,107,5,6, , ,B,m,2, 
851,0020937,5,107,178,1, , , ,BC,gj, , 
852,0020937,6,178,213, , , , ,C, , ,2
853,0020938,1,0,13, , , , ,A,p, , 
854,0020938,2,13,23, , , , ,A,e, , 
855,0020938,3,23,61, , , , ,B,t, , 
856,0020938,4,61,107, , , , ,C, ,1, 
857,0020938,5,107,137, , , , ,C, ,2, 
858,0020939,1,0,10, , , , ,A,e, , 
859,0020939,2,10,25, , , , ,AB, , , 
860,0020939,3,25,61, , , , ,B,t,1, 
861,0020939,4,61,91, , , , ,B,t,2, 
862,0020939,5,91,132, , , , ,BC, , , 
863,0020939,6,132,183, , , , ,C,k, , 
864,0020940,1,0,10, , , , ,A,e,1, 
865,0020940,2,10,25, , , , ,A,e,2, 
866,0020940,3,25,36, , , , ,AB, , , 
867,0020940,4,36,76, , , , ,B,t, , 
868,0020940,5,76,117, , , , ,BC,k, , 
869,0020940,6,117,136, , , , ,C,k, , 
870,0020941,1,0,5, , , , ,A,h, , 
871,0020941,2,5,30, , , , ,A,e, , 
872,0020941,3,30,86, , , , ,B,t, , 
873,0020941,4,86,127, , , , ,BC,k, , 
874,0020941,5,127,193, , , , ,C,k, , 
875,0020942,1,0,15, , , , ,A,e, , 
876,0020942,2,15,23, , , , ,B,t,1, 
877,0020942,3,23,53, , , , ,B,t,2, 
878,0020942,4,53,91, , , , ,BC, ,1, 
879,0020942,5,91,112, , , , ,BC, ,2, 
880,0020942,6,112,142, , , , ,C,k,1, 
881,0020942,7,142,183, , , , ,C,k,2, 
882,0020943,1,-5,0,3,8, , ,LH, , , 
883,0020943,2,0,5, ,5, , ,A,e, , 
884,0020943,3,5,46,5,6, , ,B,m, , 
885,0020943,4,46,56, ,5, , ,BC, , ,2
886,0020943,5,56,91, , , , ,C, , ,2
887,0020944,1,-5,0,3,8, , ,LH, , , 
888,0020944,2,0,25, ,5, , ,A,e, , 
889,0020944,3,25,71,5,1, , ,B,t, , 
890,0020944,4,71,104,5,6, , ,BC,gj, , 
891,0020944,5,104,190, ,1, , ,C,k,1, 
892,0020944,6,190, , , , , ,C,k,2, 
893,0020945,1,0,15, , , , ,A,e, , 
894,0020945,2,15,25, , , , ,AB, , , 
895,0020945,3,25,41, , , , ,B,t, , 
896,0020945,4,41,71, , , , ,BC, , , 
897,0020945,5,71,122, , , , ,C,k,1, 
898,0020945,6,122,173, , , , ,C,k,2, 
899,0020948,1,0,5, , , , ,A,h, , 
900,0020948,2,5,13, , , , ,A,he, , 
901,0020948,3,13,53, , , , ,B,tgj, , 
902,0020948,4,53,86, , , , ,BC,g, , 
903,0020948,5,86,112, , , , ,C,k,1, 
904,0020948,6,112,132, , , , ,C,k,2, 
905,0020949,1,0,5, , , , ,A,h, , 
906,0020949,2,5,28, , , , ,A,e, , 
907,0020949,3,28,38, , , , ,AB,g, , 
908,0020949,4,38,64, , , , ,B,tg, , 
909,0020949,5,64,84, , , , ,BC,g,1, 
910,0020949,6,84,135, , , , ,BC,g,2, 
911,0020949,7,135,175, , , , ,C,gj, , 
912,0020954,1,-5,0, , , , ,LH, , , 
913,0020954,2,0,3, , , , ,A,e, , 
914,0020954,3,3,23, , , , ,AB, ,1, 
915,0020954,4,23,43, , , , ,AB, ,2, 
916,0020954,5,43,64, , , , ,B,t, , 
917,0020954,6,64, , , , , ,C,k, , 
918,0020955,1,-8,0, , , , ,LH, , , 
919,0020955,2,0,13, , , , ,A,e, , 
920,0020955,3,13,21, , , , ,AB, , , 
921,0020955,4,21,44, , , , ,B,t, , 
922,0020955,5,44,95, , , , ,C, , , 
923,0020955,6,95, , , , , ,C,k, , 
924,0020956,1,-5,0, , , , ,LH, , , 
925,0020956,2,0,18, , , , ,A,e, , 
926,0020956,3,18,26, , , , ,AB, , , 
927,0020956,4,26,69, , , , ,B,t, , 
928,0020956,5,69,126, , , , ,C,k, , 
929,0020957,1,0,15, , , , ,A,h, , 
930,0020957,2,15,23, , , , ,A,e, , 
931,0020957,3,23,51, , , , ,B,nt, , 
932,0020957,4,51,66, , , , ,C,ksa, , 
933,0020957,5,66, , , , , ,C,ks, , 
934,0020958,1,0,15, , , , ,A,p, , 
935,0020958,2,15,30, , , , ,A,e, , 
936,0020958,3,30,58, , , , ,AB, , , 
937,0020958,4,58,81, , , , ,B,t, , 
938,0020958,5,81,89, , , , ,C,k,1, 
939,0020958,6,89, , , , , ,C,k,2, 
940,0020959,1,-5,0, , , , ,LH, , , 
941,0020959,2,0,5, , , , ,A,e, , 
942,0020959,3,5,18, , , , ,B,m,1, 
943,0020959,4,18,38, , , , ,B,m,2, 
944,0020959,5,38,66, , , , ,B,m,3, 
945,0020959,6,66, , , , , ,C, , , 
946,0020960,1,-5,0, , , , ,LH, , , 
947,0020960,2,0,14, , , , ,A,e, , 
948,0020960,3,14,33, , , , ,B,t,1, 
949,0020960,4,33,64, , , , ,B,t,2, 
950,0020960,5,64,86, , , , ,C,k,1, 
951,0020960,6,86, , , , , ,C,k,2, 
952,0020964,1,0,8, , , , ,A,h,1, 
953,0020964,2,8,25, , , , ,A,h,2, 
954,0020964,3,25,48, , , , ,A,e, , 
955,0020964,4,48,71, , , , ,B,t,1, 
956,0020964,5,71,100, , , , ,B,t,2, 
957,0020964,6,100,136, , , , ,BC, ,2, 
958,0020964,7,136,175, , , , ,C,g, , 
959,0020965,1,0,1, , , , ,A,hej, , 
960,0020965,2,1,5, , , , ,B,m, , 
961,0020965,3,5,12, , , , ,BC, , , 
962,0020965,4,12,17, , , , ,BC, ,1,2
963,0020965,5,17,41, , , , ,BC, ,2,2
964,0020965,6,41,56, , , , ,C, , ,2
965,0020965,7,56,60, , , , ,C,k,1,2
966,0020965,8,60, , , , , ,C,k,2,2
967,0020966,1,0,2, , , , ,A,hk, , 
968,0020966,2,2,5, , , , ,A,ek, , 
969,0020966,3,5,10, , , , ,B,mk, , 
970,0020966,4,10, , , , , ,C,k, ,2
971,0020967,1,0,8, , , , ,A,hk, , 
972,0020967,2,8,13, , , , ,A,ek, , 
973,0020967,3,13,17, , , , ,B,mk, , 
974,0020967,4,17,25, , , , ,BC,k, , 
975,0020968,1,0,3, , , , ,A,hk, , 
976,0020968,2,3,9, , , , ,B,mk, , 
977,0020968,3,9,15, , , , ,BC,k, , 
978,0020968,4,15,22, , , , ,C,k, , 
979,0020969,1,0,1, , , , ,A,hk, , 
980,0020969,2,1,7, , , , ,B,mk, , 
981,0020970,1,0,6, , , , ,A,hk,1, 
982,0020970,2,6,12, , , , ,A,hk,2, 
983,0020970,3,12, , , , , ,A,hk,3, 
984,0020970,4,20,23, , , , ,A,hk,4, 
985,0020970,5,23,28, , , , ,B,mk, ,2
986,0020970,6,28, , , , , ,C,k, ,2
987,0020971,1,0,2, , , , ,B,mk, , 
988,0020971,2,2,11, , , , ,A,ek, , 
989,0020971,3,11,18, , , , ,B,tk, , 
990,0020971,4,18,30, , , , ,C,k, , 
991,0020972,1,0,6, , , , ,A,hk,1, 
992,0020972,2,6,12, , , , ,A,hk,2, 
993,0020972,3,12,14, , , , ,A,hk,3, 
994,0020972,4,14,20, , , , ,B,mk, , 
995,0020972,5,20,24, , , , ,BC,k, , 
996,0020972,6,24, , , , , ,C,k, , 
997,0020973,1,0,1, , , , ,A,hk, , 
998,0020973,2,1,5, , , , ,A,ek, , 
999,0020973,3,5,10, , , , ,B,mk, , 
1000,0020974,1,0,1, , , , ,A,hk, , 
1001,0020974,2,1,7, , , , ,A,ek, , 
1002,0020974,3,7,12, , , , ,B,mk, , 
1003,0020975,1,0,6, , , , ,A,hk, , 
1004,0020975,2,6,12, , , , ,B,mk, , 
1005,0020975,3,12,14, , , , ,BC,k, , 
1006,0020976,1,0,4, , , , ,B,mk, , 
1007,0020976,2,4,7, , , , ,A,ek, , 
1008,0020976,3,7,10, , , , ,B,tk, , 
1009,0020977,1,0,1, , , , ,A,hk, , 
1010,0020977,2,1,3, , , , ,A,ejk, , 
1011,0020977,3,3,8, , , , ,B,mk, , 
1012,0020978,1,0,1, , , , ,A,hk, , 
1013,0020978,2,1,8, , , , ,B,mk, , 
1014,0020978,3,8, , , , , ,C,k, ,2
1015,0020979,1,0,4, , , , ,A,hk, , 
1016,0020979,2,4,8, , , , ,AC,k, , 
1017,0020979,3,8,14, , , , ,B,mk, , 
1018,0020979,4,14, , , , , ,C,k, ,2
1019,0020986,1,0,6,6,8, , ,A,e, , 
1020,0020986,2,6,15,9, , , ,B,f, , 
1021,0020986,3,15,39,4,6, , ,BC, , , 
1022,0020986,4,39, , , , , ,C,k, , 
1023,0020987,1,-3,0, , , , ,LH, , , 
1024,0020987,2,0,14, , , , ,A,e, , 
1025,0020987,3,14,15, , , , ,AB, , , 
1026,0020987,4,15,21, , , , ,B,t, , 
1027,0020987,5,21,26, , , , ,B,t, ,2
1028,0020987,6,26, , , , , ,BC, , ,2
1029,0020988,1,-2,0, , , , ,LH, , , 
1030,0020988,2,0,4, , , , ,A,e, , 
1031,0020988,3,4,17, , , , ,B,m, , 
1032,0020988,4,17,28, , , , ,C, , ,2
1033,0020988,5,28, , , , , ,C,k, ,2
1034,0020989,1,-2,0, , , , ,LH, , , 
1035,0020989,2,0,3, , , , ,A,e,1, 
1036,0020989,3,3,6, , , , ,B,fj, , 
1037,0020989,4,6,11, , , , ,A,e,2, 
1038,0020989,5,11,17, , , , ,B,t, , 
1039,0020989,6,17,25, , , , ,BC, , , 
1040,0020989,7,25, , , , , ,C,k, , 
1041,0020990,1,0,4, , , , ,A,e,1, 
1042,0020990,2,4,10, , , , ,A,e,2, 
1043,0020990,3,10,16, , , , ,B,t, , 
1044,0020990,4,16,26, , , , ,BC, , , 
1045,0020990,5,26, , , , , ,C,k, , 
1046,0020991,1,0,3,2,4, , ,B,m, , 
1047,0020991,2,3,9, , , , ,A,e, , 
1048,0020991,3,9,14,4,6, , ,B,t, , 
1049,0020991,4,14, , , , , ,B, , , 
1050,0020992,1,0,2, , , , ,B,m, , 
1051,0020992,2,2,6, , , , ,A,e, , 
1052,0020992,3,6,8, , , , ,AB, , , 
1053,0020992,4,8,14, , , , ,B,t, , 
1054,0020992,5,14,21, , , , ,BC, , , 
1055,0020992,6,21, , , , , ,C,k, , 
1056,0020993,1,-1,0, , , , ,LH, , , 
1057,0020993,2,0,1, , , , ,A,e,1, 
1058,0020993,3,1,3, , , , ,B,f, , 
1059,0020993,4,3,7, , , , ,A,e,2, 
1060,0020993,5,7,11, , , , ,B,t, , 
1061,0020993,6,11,26, , , , ,BC, , , 
1062,0020993,7,26, , , , , ,C,k, , 
1063,0020998,1,-3,0, , , , ,LH, , , 
1064,0020998,2,0,11, , , , ,A,e, , 
1065,0020998,3,11,16, , , , ,AB, , , 
1066,0020998,4,16,39, , , , ,B,m, , 
1067,0020998,5,39,53, , , , ,BC, , , 
1068,0020998,6,53, , , , , ,C, , , 
1069,0020999,1,-8,0, , , , ,LH, , , 
1070,0020999,2,0,8, , , , ,A,e, , 
1071,0020999,3,8,13, , , , ,AB, , , 
1072,0020999,4,13,25, , , , ,B,t, , 
1073,0020999,5,25,51, , , , ,C, ,1, 
1074,0020999,6,51,59, , , , ,C, ,2, 
1075,0020999,7,59, , , , , ,C, ,3, 
1076,0021000,1,0,20, , , , ,A,e, , 
1077,0021000,2,20,30, , , , ,AB, , , 
1078,0021000,3,30,56, , , , ,B,t,1, 
1079,0021000,4,56,89, , , , ,B,t,2, 
1080,0021000,5,89,109, , , , ,BC, , , 
1081,0021000,6,109, , , , , ,C,k, , 
1082,0021001,1,-5,0, , , , ,LH, , , 
1083,0021001,2,0,13, , , , ,A,e, , 
1084,0021001,3,13,18, , , , ,B,f, , 
1085,0021001,4,18,28, , , , ,BC, , , 
1086,0021001,5,28, , , , , ,C, , , 
1087,0021004,1,-5,0, , , , ,LH, , , 
1088,0021004,2,0,5, , , , ,A,e, , 
1089,0021004,3,5,28, , , , ,AB, , , 
1090,0021004,4,28,48, , , , ,B,t, , 
1091,0021004,5,48,71, , , , ,BC, , , 
1092,0021004,6,71,102, , , , ,C, , , 
1093,0021004,7,102, , , , , ,C,k, , 
1094,0021005,1,-8,0, , , , ,LH, , , 
1095,0021005,2,0,15, ,5, , ,A,e, , 
1096,0021005,3,15,36,3, , , ,B,t,1, 
1097,0021005,4,36,69,5,8, , ,B,t,2, 
1098,0021005,5,69,86,3,3, , ,BC,k, , 
1099,0021005,6,86, , , , , ,C,k, , 
1100,0021006,1,-5,0, , , , ,LH, , , 
1101,0021006,2,0,8, , , , ,A,ej, , 
1102,0021006,3,8,33, , , , ,B,m, , 
1103,0021006,4,33,51, , , , ,BC, , , 
1104,0021006,5,51,76, , , , ,C, ,1, 
1105,0021006,6,76,102, , , , ,C, ,2, 
1106,0021006,7,102, , , , , ,C, , ,2
1107,0021007,1,0,20, , , , ,A,p, , 
1108,0021007,2,20,25, , , , ,A,he, , 
1109,0021007,3,25,36, , , , ,AB, , , 
1110,0021007,4,36,71, , , , ,B,tgj, , 
1111,0021007,5,71, , , , , ,C,cag, , 
1112,0021008,1,-5,0, , , , ,LH, , , 
1113,0021008,2,0,4, , , , ,A,e, , 
1114,0021008,3,4,9, , , , ,AB, , , 
1115,0021008,4,9,29, , , , ,B,t,1, 
1116,0021008,5,29,67, , , , ,B,t,2, 
1117,0021008,6,67, , , , , ,C,k, , 
1118,0021009,1,0,5, , , , ,A,e, , 
