OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,CARB_ORG,CACO3_EQ,PH_H2O,PH_CACL2,EXCH_AL,EXCH_CA,EXCH_H,EXCH_K,EXCH_MG,EXCH_NA,EXCH_PCHRG,CEC,BASE_SATN,X_ACIDITY,NO3,P_INORG,P_ORG,N_TOTAL,AVAIL_K,CALCITE,DOLOMITE
18519,0075699,6,110,130, , ,5.5,4.4,1.4,0.6, ,0.1,0.3, ,2.6, , , , , , ,9, , , 
18520,0075701,3,35,52,0.05, ,5.1,4.4,2.4,1.9, ,0.1,0.4,0.2,4.5, , , , , , ,9, , , 
18521,0075701,4,52,77,0.01, ,5.5,4.4,2.6,3.1, ,0.1,0.6, ,5.8, , , , , , ,9, , , 
18522,0075701,5,77,102, , ,5.4,4.4,1.6,4.8, ,0.1,1.4,0.1,6.6, , , , , , ,9, , , 
18523,0075708,1,0,25, , ,4.9,4.4,0.5,1.7, ,0.3,0.3, , , , , , , , ,0.18, , , 
18524,0075711,4,54,95, , ,5,4.4,0.3,4.3, ,0.1,1.2, , , , , , , , ,0.06, , , 
18525,0075712,2,20,35, , ,5,4.4,1.1,1.3, ,0.1,0.2, , , , , , , , ,0.11, , , 
18526,0075717,2,16,29, , ,5.3,4.4,0.9,4.6, ,0.2,1.1, , , , , , , , ,0.05, , , 
18527,0075728,3,9,32,5.48, ,5,4.4,0.8,0.1, , , , ,1, , , , , , ,0.26, , , 
18528,0075732,1,-2,0, , , ,4.4, ,13.4, ,8.2,3.5, , , , , , , , ,1.78, , , 
18529,0075734,5,33,49,0.62, , ,4.4,0.6,0.1, , , , ,0.9, , , , , , ,9, , , 
18530,0075736,3,15,30,7.32, , ,4.4,0.3,0.2, , ,0.1, ,0.6, , , , , , ,9, , , 
18531,0075736,6,50,65,0.55, , ,4.4,0.6,0.1, , , , ,0.8, , , , , , ,9, , , 
18532,0075737,1,0,21,3.47, , ,4.4,0.5,4.4, , ,2.1, ,7.3, , , , , , ,9, , , 
18533,0085778,6,30,36, , ,4.9,4.4, ,0.4, , , , , , , , , , , ,9, , , 
18534,0085779,6,38,53, , ,5.3,4.4, ,1.4, , ,0.5, , , , , , , , ,9, , , 
18535,0085781,4,38,48, , ,5.1,4.4, ,3.8, , ,0.1, , , , , , , , ,9, , , 
18536,0085781,5,48,58, , ,5.1,4.4, ,1.3, , ,0.1, , , , , , , , ,9, , , 
18537,0085784,1,0,10, , ,4.8,4.4, ,0.1, , , , , , , , , , , ,9, , , 
18538,0085786,5,30,41, , ,4.9,4.4, ,0.1, , , , , , , , , , , ,9, , , 
18539,0085790,4,51,91, , ,4.9,4.4, ,0.5, , ,0.1, , , , , , , , ,9, , , 
18540,0085791,7,56,69, , ,4.8,4.4, ,0.5, , ,0.2, , , , , , , , ,9, , , 
18541,0085791,8,69,100, , ,4.7,4.4, ,0.4, , ,0.2, , , , , , , , ,9, , , 
18542,0085795,1,-1,0, , ,4.6,4.4, ,12.2, , ,3.7, , , , , , , , ,9, , , 
18543,0085795,4,13,25, , ,4.8,4.4, ,0.3, , ,0.1, , , , , , , , ,9, , , 
18544,0085799,2,15,46,0.1, ,5.3,4.4,1.4,6.7, , ,0.9, ,4.8,6.7, , , , , , , , , 
18545,0085799,6,86,91,0.6, ,4.9,4.4,1,8.3, , ,0.2, ,2.2,8.3, , , , , ,0.1, , , 
18546,0085805,2,18,25,0.2, ,5.4,4.4, ,1.7, , ,0.8, , , , , , , , ,9, , , 
18547,0085805,3,25,37,0.4, ,5.5,4.4, ,0.6, , ,0.3, , , , , , , , ,9, , , 
18548,0085806,2,25,45,0.6, ,5.3,4.4, ,1.4, , ,0.9, , , , , , , , ,9, , , 
18549,0085807,4,14,27,1.4, ,4.3,4.4, ,0.2, , , , , , , , , , , ,9, , , 
18550,0085814,3,11,30,1.3, ,4.7,4.4,1,0.1, , ,0.1, , , , , , , , ,9, , , 
18551,0085820,3,2,22, , ,4.9,4.4,2,0.1, , , , , , , , , , , ,9, , , 
18552,0085820,4,22,36,1.4, ,5.1,4.4,1.3,0.1, , , , , , , , , , , ,9, , , 
18553,0085820,5,36,51,0.4, ,5.2,4.4,0.9,0.1, , , , , , , , , , , ,9, , , 
18554,0085820,6,51,60,0.3, ,5.1,4.4,1.6,0.1, , , , , , , , , , , ,9, , , 
18555,0085830,5,48,80,0.11, ,4.8,4.4,0.8,0.1, , , , , , , , , , , ,0.02, , , 
18556,0085833,5,41,54,0.55, ,5,4.4,0.9,0.2, , , , , , , , , , , ,0.03, , , 
18557,0085834,1,-4,0,32.44, ,4.6,4.4, ,15, , ,6.7, , , , , , , , ,0.96, , , 
18558,0085836,5,41,55, , ,5.1,4.4,1.1,0.4, , ,0.1, , , , , , , , ,0.02, , , 
18559,0085836,6,55,67,0.1, ,5.1,4.4,0.7,0.4, , ,0.2, , , , , , , , ,0.02, , , 
18560,0085836,7,67,84,0.1, ,5.2,4.4,1.5,0.7, , ,0.2, , , , , , , , ,0.02, , , 
18561,0085838,4,31,47,3.83, ,4.8,4.4,2.1,0.2, , , , , , , , , , , ,0.2, , , 
18562,0085843,4,19,63,0.75, ,5.1,4.4,1.9,0.2, , , , , , , , , , , ,0.05, , , 
18563,0085848,4,27,60,0.15, ,5,4.4,1.4,0.1, , , , , , , , , , , ,0.02, , , 
18564,0085849,2,32,65,1.92, ,5,4.4,1,1.7, , ,0.2, , , , , , , , ,0.14, , , 
18565,0085850,6,60,100,0.35, ,5.2,4.4,0.5,0.1, , , , , , , , , , , ,0.06, , , 
18566,0085852,5,65,100,0.37, ,5.2,4.4,0.6,0.1, , , , , , , , , , , ,0.03, , , 
18567,0085853,4,20,42,2.16, ,5,4.4, ,0.1, , , , , , , , , , , ,0.14, , , 
18568,0085853,5,42,66,0.88, ,4.9,4.4,0.9,0.1, , , , , , , , , , , ,0.07, , , 
18569,0085853,6,66,100,0.28, ,5.1,4.4,0.7,0.1, , , , , , , , , , , ,0.03, , , 
18570,0085854,3,15,32,4.16, ,5.1,4.4,0.5,0.9, , ,0.3, , , , , , , , ,0.34, , , 
18571,0085856,4,21,59,0.52, ,5.2,4.4,0.6,0.1, , , , , , , , , , , ,0.06, , , 
18572,0085859,3,7,22,3.7, ,4.9,4.4,1,0.2, , , , , , , , , , , ,0.16, , , 
18573,0085861,1,0,18,2.24, ,5.2,4.4,4.2,4.8, , ,2, , , , , , , , ,0.19, , , 
18574,0085862,3,10,32,4.38, ,4.9,4.4,1.5,0.3, , ,0.1, , , , , , , , ,0.22, , , 
18575,0085864,1,0,22,2.58, ,5,4.4, ,5.9, , ,0.4, , , , , , , , ,0.28, , , 
18576,0085866,5,47,67,0.24, ,5.2,4.4, ,0.1, , , , , , , , , , , ,0.01, , , 
18577,0085867,3,41,60,0.47, ,5.4,4.4,0.2,1.8, , ,1.1, , , , , , ,32, , , , , 
18578,0085871,2,19,30,1.65, ,5.3,4.4,3,2.3, , ,0.7, , ,26.7, , , , , ,9, , , 
18579,0085871,3,30,45,0.25, ,5.3,4.4,1.1,1.7, , ,0.3, , ,13.3, , , , , ,9, , , 
18580,0085874,2,24,32,0.14, ,5.4,4.4, ,0.8, , ,0.3, , , , , , ,16, , , , , 
18581,0085874,4,61,70,0.17, ,4.9,4.4,0.3,0.2, , , , , , , , , ,52, ,0.01, , , 
18582,0085874,7,77,94,0.15, ,4.9,4.4,0.3,0.2, , , , , , , , , , , , , , , 
18583,0085875,4,89,102,0.27, ,5,4.4,0.3,1, , ,0.5, , , , , , ,16, ,0.01, , , 
18584,0085875,6,114,125,0.21, ,5.1,4.4,0.3,0.3, , ,0.1, , , , , , , , ,0.01, , , 
18585,0085877,6,95,100,0.13, ,5.1,4.4,0.2,9.9, , ,1.3, , , , , , , , ,0.01, , , 
18586,0085879,2,28,52,0.64, ,4.8,4.4,1.5,2.2, , ,2.3, , , , , , ,21, ,0.04, , , 
18587,0085881,4,53,72,0.07, ,4.9,4.4,0.3,0.2, , , , , , , , , ,35, ,0.01, , , 
18588,0085881,5,72,77,0.09, ,4.9,4.4,0.2,0.2, , , , , , , , , ,45, , , , , 
18589,0085881,6,77,100,0.14, ,4.9,4.4,0.7,0.4, , ,0.1, , , , , , ,67, , , , , 
18590,0085882,6,74,110,0.14, ,5,4.4,0.1,0.1, , , , , , , , , , , , , , , 
18591,0095914,4,13,20,1.3, , ,4.4,0.9, , , , , ,1.7, , , , , , ,0.1, , , 
18592,0095928,4,13,20,1.3, , ,4.4,0.9, , , , , ,1.7,3.6, , , , , ,0.08, , , 
18593,0095928,9,95,120,0.05, , ,4.4,0.8, , , , , ,5.3,6.2, , , , , ,0.02, , , 
18594,0095934,1,-4,0, , , ,4.4,2, , , , , ,10.7,51.2, , , , , ,9, , , 
18595,0095934,5,40,66,0.9, , ,4.4,0.9, , , , , ,2.5,12.8, , , ,38, ,9, , , 
18596,0095934,6,66,132, , , ,4.4,1.1, , , , , ,3,7.7, , , ,105, ,9, , , 
18597,0095935,3,23,40,2.3, , ,4.4,1.6, , , , , ,4.6,18.4, , , ,24, ,9, , , 
18598,0095936,3,10,15,3.1, , ,4.4,1.7, , , , , ,4.5,22.5, , , ,42, ,9, , , 
18599,0095937,3,15,46,3, , ,4.4,1.6, , , , , ,3.6,20.3, , , ,49, ,9, , , 
18600,0095937,4,46,56,0.5, , ,4.4,0.6, , , , , ,2.3,9.9, , , ,63, ,9, , , 
18601,0095938,5,41,46,1.3, , ,4.4,1.4, , , , , ,3.4,8, , , ,130, ,9, , , 
18602,0095942,2,20,25,0.01, , ,4.4,0.1, , , , , ,1,1.6, , , ,18, ,9, , , 
18603,0095956,3,25,35, , , ,4.4,0.2, , , , , ,2.4,5.2, , , ,299.2, ,9, , , 
18604,0095961,3,7,23,1.6, , ,4.4,1.1, , , , , ,3.3,8.8, , , ,59.8, ,9, , , 
18605,0095965,2,15,29,0.19, , ,4.4,0.4,1.2, , ,0.3, ,1.8,2.9, , , ,13, ,9, , , 
18606,0095970,4,36,54,0.53, , ,4.4,0.4,0.1, , ,0.1, ,0.6,4.7, , , , , ,9, , , 
18607,0105973,4,5,15, , ,4.7,4.4, , , , , , , ,10.3, , , , , ,9, , , 
18608,0105979,3,6,15, , ,5.1,4.4, , , , , , , ,11.5, , ,1.5, , ,9, , , 
18609,0105986,5,50,70, , ,4.9,4.4, , , , , , , ,2.6, , ,2,0.1, ,9, , , 
18610,0105986,6,70, , , ,5,4.4, , , , , , , ,2, , ,2,0.1, ,9, , , 
18611,0105991,6,17,35, , ,4.9,4.4, , , , , , , ,11.1, , ,1,0.3, ,9, , , 
18612,0106005,7,35,50, , ,4.7,4.4, , , , , , , ,5, , ,2.5, , ,9, , , 
18613,0106005,8,50, , , ,4.9,4.4, , , , , , , ,3.3, , ,2.5, , ,9, , , 
18614,0106014,5,6,10, , ,5.2,4.4, , , , , , , ,2.8, , ,3.5,0.2, ,9, , , 
18615,0106014,6,10,35, , ,5.2,4.4, , , , , , , ,2.5, , ,2,0.1, ,9, , , 
18616,0106014,7,35,40, , ,5.2,4.4, , , , , , , ,15.2, , ,3.5,0.2, ,9, , , 
18617,0106058,3,20,26,0.43, ,4.9,4.4, ,4.1, , ,3.5, ,7.9,9.2, , , ,1.8, ,9, , , 
18618,0106062,4,20,30, , ,4.7,4.4,2.1,0.4, , ,0.1, ,2.5,13.9, , , ,2.9, ,9, , , 
18619,0106062,5,30,52, , ,5,4.4, ,0.2, , , , ,0.3,4.2, , , ,13.6, ,9, , , 
18620,0106066,4,20,23,1.6, ,4.6,4.4,4.3,0.2, , , , ,4.7,18.6, , , ,3.8, ,9, , , 
18621,0106068,6,33,45,0.51, ,4.6,4.4,2.2,0.2, , , , ,2.5,8.7, , , ,1, ,9, , , 
18622,0106074,6,45, ,0.77, ,4.9,4.4,0.7,0.3, , ,0.1, ,1.1,4.5, , , ,1.3, ,9, , , 
18623,0106103,5,18,38,2.66, , ,4.4,0.6,0.2, , ,0.1, , ,11.3, , , , , ,0.11, , , 
18624,0106104,4,2,14,4.61, , ,4.4,0.4,0.3, , ,0.1, , ,14.4, , , , , ,0.28, , , 
18625,0106139,1,0,17,7.5, , ,4.4,3.5,2.5, , ,0.8, ,7, , , , , , ,0.4, , , 
18626,0106144,5,24,29,4.2, , ,4.4,0.5,1.9, , ,0.9, ,3.4, , , , , , ,0.4, , , 
18627,0106146,4,12,18,3.6, , ,4.4,1.5,0.2, , ,0.4, ,2.2, , , , ,21.5, ,0.3, , , 
18628,0106150,2,0,19,3.6, , ,4.4,1.1,0.5, , ,0.4, ,2.2, , , , , , ,0.2, , , 
18629,0106155,1,0,20,4.1, , ,4.4,1.1,2.9, , ,1.2, ,5.4, , , , ,52, ,9, , , 
18630,0106157,5,45, ,1.3, , ,4.4,0.7,0.3, , ,0.3, ,1.2, , , , , , ,1, , , 
18631,0106161,3,12,35,4.8, , ,4.4,1.1,1.1, , ,0.4, ,2.6, , , , ,3.2, ,0.3, , , 
18632,0106164,5,37,54,1.6, , ,4.4, ,0.4, , ,0.3, ,0.8, , , , , , ,0.1, , , 
18633,0106165,4,32,46,2.1, , ,4.4, ,1.5, , ,0.2, ,10.7, , , , , , ,0.1, , , 
18634,0106172,5,27,38,1.6, , ,4.4,8.9,0.7, , ,0.2, ,10.2, , , , , , ,1, , , 
18635,0106172,6,38,53,0.5, , ,4.4,7.2,1.1, , ,0.6, ,9, , , , , , ,1, , , 
18636,0106181,1,0,30,5.3, , ,4.4,1.2,3.9, , ,0.4, ,5.6, , , , ,5.5, ,0.3, , , 
18637,0106184,5,39,46,0.6, , ,4.4,0.4,0.2, , ,0.1, ,0.8, , , , , , ,1, , , 
18638,0106258,4,5,15,3.48, , ,4.4,0.9,1.2, ,0.2,0.6, ,2, , , , ,38, ,0.16, , , 
18639,0106258,6,25, ,0.34, , ,4.4,0.7,1.2, ,0.2,1.8, ,3.5, , , , ,22.8, ,0.01, , , 
18640,0106281,3,5,30,1.59, , ,4.4,1.2,0.3, , ,0.1, ,1.6, , , , , , ,0.11, , , 
18641,0106286,5,41, ,0.2, , ,4.4,0.2,3, , ,1.5, ,4.8, , , , , ,9.4,0.01, , , 
18642,0116474,4,74,90,2.62, , ,4.4, ,5.3, ,0.4,3.6,0.1, ,18.2, ,8.1, , , ,9, , , 
18643,0116481,4,60,88,4.73, , ,4.4, ,3.5, ,0.6,3.8,0.1, ,21.7, ,11.4, , , ,0.23, , , 
18644,0116481,5,88,100,12.86, , ,4.4, ,6.2, ,0.5,5.4,0.1, ,33.1, ,17.3, , , ,0.5, , , 
18645,0116483,4,15,35,2.78, , ,4.4, ,8.8, ,0.6,8.7,0.1, ,30.5, ,8.1, , , ,0.18, , , 
18646,0116487,2,0,16,6.05, , ,4.4, ,10.1, ,1.1,5.3,0.2, ,30.2, ,10.4, , , ,0.32, , , 
18647,0116509,2,0,25,1.14, ,5.2,4.4, ,4.1, , ,2.5, , , , , , , , ,0.09, , , 
18648,0116516,6,65,85,0.3, , ,4.4,0.4,1.6, ,0.1,1.4, ,3.1,10.1, , , , , ,0.03, , , 
18649,0116565,1,-3,0,12.4, , ,4.4, ,3.4, ,0.7,2.9,0.2, , , , , , , ,0.41, , , 
18650,0116584,4,25,37,0.17, , ,4.4, ,0.5, ,0.1,1, , , , , , , , ,9, , , 
18651,0116587,6,47,55,0.3, , ,4.4, ,3.6, ,0.4,2.9,0.1, , , , , , , ,0.03, , , 
18652,0116591,4,14,20,0.37, , ,4.4, ,3.7, ,0.1,2.6,0.1, , , , , , , ,9, , , 
18653,0116593,4,10,20,0.31, , ,4.4, ,1.3, ,0.1,0.8,0.1, , , , , , , ,9, , , 
18654,0116593,5,20,31,0.18, , ,4.4, ,1.7, ,0.1,1.2, , , , , , , , ,9, , , 
18655,0116593,6,31,40,0.1, , ,4.4, ,1.4, ,0.1,1.7, , , , , , , , ,0.02, , , 
18656,0116609,3,12,18,0.27, , ,4.4, ,0.8, ,0.1,1.2,0.1, , , , , , , ,9, , , 
18657,0116610,2,0,6,2.7, , ,4.4, ,3.8, ,0.2,0.9,0.1, , , , , , , ,0.12, , , 
18658,0116631,6,46,110,0.02, , ,4.4, ,0.2, , ,0.3, , , , , , , , , , , , 
18659,0116646,1,0,8,0.45, , ,4.4, ,0.7, ,0.2,0.1,0.1, , , , , , , ,0.01, , , 
18660,0116646,3,14,35,0.17, , ,4.4, ,0.4, , , ,0.1, , , , , , , , , , , 
18661,0116651,2,0,6,4.32, , ,4.4, ,12.4, ,0.3,4.6,0.1, , , , , , , ,0.14, , , 
18662,0126685,2,0,28,1.8, , ,4.4, ,4.4, ,0.1,1, , ,11.3, , , , , ,0.1, , , 
18663,0126772,4,38,52,0.44, , ,4.4,0.8,0.7, , ,0.7, , , , , , , , ,0.04, , , 
18664,0126808,2,2,18,0.71, , ,4.4, ,0.4, , ,0.1, , , , , , , , ,0.1, , , 
18665,0126809,2,2,12,1.75, , ,4.4,0.2,2.3, , ,0.6, , , , , , , , ,0.17, , , 
18666,0126815,1,0,13,4.75, , ,4.4, ,4.9, , ,1.2, , , , , , , , ,0.4, , , 
18667,0126847,3,13,95,0.65, , ,4.4, ,0.4, , ,0.1, , , , , , , , ,0.07, , , 
18668,0140328,3,1,8, ,0.7, ,4.4, , , , , , , , , , , , , , , , , 
18669,0150007,6,34,39,0.04, ,4.5,4.4, ,0.06, ,0.02,0.01, , , , , , , , ,0.68, , , 
18670,0150009,1,15,0,2.18, ,4.3,4.4, ,60, ,0.21,1.68, , , , , , , , ,0.13, , , 
18671,0150135,1,13,0,41.83, ,3.74,4.4,0.032,16.78, ,2.74,3.2, , , , , , , , ,1.08, , , 
18672,0150141,1,7,0,50.5, ,3.6,4.4,0.35,15.68, ,3.72,2.08, , , , , , , , ,0.95, , , 
18673,0150154,1,11,0,43.35, ,3.7,4.4, , , , , , , , , , , , , ,0.75, , , 
18674,0280112,1,-10,0,47.7, , ,4.4, ,51.25, ,3.64,4.42,0.08, , , , , , , ,1.31, , , 
18675,0280138,4,25,45,1.49, , ,4.4, ,1.2, ,0.6,0.4,0.1, , , , , , , ,1.73, , , 
18676,0280139,3,9,25,7.3, , ,4.4, ,0.4, ,0.8,1.6,0.3, , , , , , , ,1, , , 
18677,0280139,4,25,60,9.8, , ,4.4, ,0.5, ,0.1,1.7,0.04, , , , , , , ,1, , , 
18678,0280141,4,20,100,0.75, , ,4.4, ,14, ,0.5,4.7,0.7, , , , , , , ,0.05, , , 
18679,0280143,6,42.5,100,0.4, , ,4.4, ,16, ,0.2,5.4,0.2, , , , , , , ,1.34, , , 
18680,0280145,4,30,50,0.48, , ,4.4, ,22.4, ,0.6,5.6,0.3, , , , , , , ,1.1, , , 
18681,0280150,4,10,20,0.65, , ,4.4, ,6.8, ,0.5,4.6,0, , , , , , , ,0.17, , , 
18682,0280151,5,12.5,17.5,0.94, , ,4.4, ,7.2, ,1.3,7.7,0.4, , , , , , , ,0.52, , , 
18683,0280154,3,5,28,0.56, , ,4.4, ,7.6, ,0.4,2.2,0.1, , , , , , , ,0.5, , , 
18684,0280162,4,15,30,0.3, , ,4.4, ,9, ,0.5,4.7,0.2, , , , , , , ,0.04, , , 
18685,0280182,2,0,10,0.35, , ,4.4, , , , , , , , , , , , , , , , , 
18686,0280183,6,20,30,3.1, , ,4.4, ,0.08, ,0.03,0.03, , , , , , , , ,1.87, , , 
18687,0280184,7,30,46,0.51, , ,4.4, ,0.84, ,0.01,0.16, , , , , , , , ,1.46, , , 
18688,0280186,4,10,22,1.2, , ,4.4, ,0.56, ,0.03,0.01, , , , , , , , ,1.65, , , 
18689,0280186,5,22,56,1.54, , ,4.4, ,0.44, ,0.03,0, , , , , , , , ,1.65, , , 
18690,0280189,3,20,29,3.65, , ,4.4, ,0.1, ,0.1,0, , , , , , , , , , , , 
18691,0280189,5,41,50,1.7, , ,4.4, ,0.1, ,0.1,0, , , , , , , , , , , , 
18692,0280194,4,12.5,20,3.18, , ,4.4, ,0.4, ,0.7,0.03, , , , , , , , ,0.55, , , 
18693,0280216,6,66,91,0.8, , ,4.4, ,0.4, ,0.1,0.1, , , , , , , , , , , , 
18694,0280216,7,91,100,0.3, , ,4.4, ,0.4, ,0.1,0.1, , , , , , , , , , , , 
18695,0280217,2,0,25,2.9, , ,4.4, ,0.9, ,0.2,0.5, , , , , , , , , , , , 
18696,0280225,4,4,17,6.25, , ,4.4, ,0.4, ,0.1,0.1, , , , , , , , ,1.13, , , 
18697,0280229,3,2,22,0.44, , ,4.4, ,0.2, , ,0.2, , , , , , , , ,0.04, , , 
18698,0280267,4,22,45,4.9, , ,4.4, ,0.3, ,0,0, , , , , , , , ,1.1, , , 
18699,0280278,4,12,55,1.3, , ,4.4, ,0.2, ,0.1,0, , , , , , , , ,1.4, , , 
18700,0280289,6,25,49,1.8, , ,4.4, ,0.5, ,0.1,0, , , , , , , , ,1.3, , , 
18701,0280289,8,70,100,0.2, , ,4.4, ,0.5, ,0.1,0, , , , , , , , ,1.3, , , 
18702,0280297,2,0,18,0.5, , ,4.4, ,3, ,0.2,1,0.1, , , , , , , ,0.4, , , 
18703,0280302,3,6,16,2.3, , ,4.4, ,2.2, ,0.1,0.6,0, , , , , , , ,2, , , 
18704,0280304,4,6,14,0.7, , ,4.4, ,0.9, ,0,0.1,0, , , , , , , ,0, , , 
18705,0280309,5,50,100,0.3, , ,4.4, ,1.9, ,0.1,1.2,0.1, , , , , , , ,1.3, , , 
18706,0280314,2,0,18,0.5, , ,4.4, ,3, ,0.2,1,0.1, , , , , , , ,0.4, , , 
18707,0280344,2,0,6,0.48, , ,4.4, , , , , , , , , , , , , ,1.06, , , 
18708,0280344,5,25,58,0.29, , ,4.4, , , , , , , , , , , , , ,1.06, , , 
18709,0280344,7,61,100,0.22, , ,4.4, , , , , , , , , , , , , ,1.06, , , 
18710,0280377,5,60,88,0.71, , ,4.4, , , , , , , , , , , , , ,1.68, , , 
18711,0280398,3,4,14,0.65, , ,4.4, ,2, ,0.1,1,0.1, , , , , , , ,2.54, , , 
18712,0280398,4,14,32,0.55, , ,4.4, ,6.4, ,0.2,3.7,0.1, , , , , , , ,2.54, , , 
18713,0280398,5,32,100,0.64, , ,4.4, ,8.3, ,0.3,4.8,0.4, , , , , , , ,2.54, , , 
18714,0280402,3,5,20,0.83, , ,4.4, ,1.6, ,0.1,0.8,0.02, , , , , , , ,1.78, , , 
18715,0280407,4,13,29,0.48, , ,4.4, ,3.5, ,0.2,2.4,0.1, , , , , , , ,0.97, , , 
18716,0280433,1,-7,0,38.65, , ,4.4, , , , , , , , , , , , , ,1.21, , , 
18717,0280433,2,0,6,1.24, , ,4.4, , , , , , , , , , , , , ,1.21, , , 
18718,0280488,7,75,100,0.4, , ,4.4, , , , , , , , , , , , , ,1.46, , , 
18719,0280521,4,34,56,0.25, , ,4.4, , , , , , , , , , , , , ,1.1, , , 
18720,0280521,5,56,100,0.48, , ,4.4, , , , , , , , , , , , , ,1.1, , , 
18721,0280525,2,0,18,0.52, , ,4.4, ,3, ,0.2,1,0.1, , , , , , , ,0.43, , , 
18722,0280532,3,3,12,0.51, , ,4.4, , , , , , , , , , , , , ,1.32, , , 
18723,0280534,1,-10,0,46.24, , ,4.4, ,25, ,2.4,5.9,0.6, , , , , , , ,1.42, , , 
18724,0280544,4,9,27,0.48, , ,4.4, , , , , , , , , , , , , ,1.12, , , 
18725,0280550,1,-5,0,59.2, , ,4.4, ,30.1, ,3.5,2.8,0.2, , , , , , , ,1.3, , , 
18726,0280551,5,18,40,1.4, , ,4.4, ,19.5, ,1.1,18,0.4, , , , , , , ,2.34, , , 
18727,0280552,3,15,30,0.6, , ,4.4, ,0.5, ,0.1,0.1,0.1, , , , , , , ,0.9, , , 
18728,0280566,1,-16,-10, , , ,4.4, , , , , , , , , , , , , ,1.32, , , 
18729,0280580,4,17,28,0.79, , ,4.4, , , , , , , , , , , , , ,1.11, , , 
18730,0280588,2,0,4,4.15, , ,4.4, , , , , , , , , , , , , ,1.29, , , 
18731,0280588,5,34,50,0.67, , ,4.4, , , , , , , , , , , , , ,1.29, , , 
18732,0280601,4,10,17,2.87, , ,4.4, , , , , , , , , , , , , ,0.95, , , 
18733,0280608,3,9,35,2.03, , ,4.4, , , , , , , , , , , , , ,0.85, , , 
18734,0280618,4,22,38,1.21, , ,4.4, , , , , , , , , , , , , ,0.95, , , 
18735,0280619,3,7,22,1.6, , ,4.4, , , , , , , , , , , , , ,0.84, , , 
18736,0280621,6,82,100,0.49, , ,4.4, , , , , , , , , , , , , ,0.39, , , 
18737,0280623,3,11,23,13.57, , ,4.4, , , , , , , , , , , , , ,0.98, , , 
18738,0280628,3,12,33,0.4, , ,4.4, , , , , , , , , , , , , ,0.92, , , 
18739,0280632,8,53,87,0.46, , ,4.4, , , , , , , , , , , , , ,1.41, , , 
18740,0280640,3,12,24,5.57, , ,4.4, , , , , , , , , , , , , ,1.09, , , 
18741,0280651,3,5,11,3.94, , ,4.4, , , , , , , , , , , , , ,0.84, , , 
18742,0280720,8,76,100,0.07, , ,4.4, , , , , , , , , , , , , ,0.13, , , 
18743,0280753,5,2,16,1.12, , ,4.4, , , , , , , , , , , , , ,1.3, , , 
18744,0280753,8,55,100,0.2, , ,4.4, , , , , , , , , , , , , ,1.3, , , 
18745,0280787,7,30,75,0.86, , ,4.4, , , , , , , , , , , , , ,1.21, , , 
18746,0280804,3,2,14,2.5, , ,4.4, ,1.7, ,0,0.3,0.1, , , , , , , ,1.83, , , 
18747,0280807,1,-6,0,50.3, , ,4.4, ,66.8, ,1.6,6.4,0.2, , , , , , , ,1.67, , , 
18748,0280807,2,0,11,5.6, , ,4.4, ,18, ,0.1,1.8,0.1, , , , , , , ,1.67, , , 
18749,0280808,3,15,30,1, , ,4.4, ,0.5, , ,0.1,0.1, , , , , , , ,1.11, , , 
18750,0280810,4,20,40,2.4, , ,4.4, ,4, ,0.1,0.8,0.1, , , , , , , ,0.15, , , 
18751,0280811,5,22,42,1.4, , ,4.4, ,2.6, ,0.1,1.3,0.1, , , , , , , ,1.16, , , 
18752,0280815,3,15,52,4.51, , ,4.4, ,0.2, ,0.3,0.1, , , , , , , , , , , , 
18753,0280817,3,2,21,1.06, , ,4.4, ,1.2, , , , , , , , , , , , , , , 
18754,0280824,3,12,32,4.83, , ,4.4, ,0.2, ,0.2,0.1, , , , , , , , , , , , 
18755,0280824,4,32,44,2.47, , ,4.4, ,0.1, ,0.1,0.02, , , , , , , , , , , , 
18756,0280829,5,27,43,0.78, , ,4.4, ,2.8, ,0.2,1,0.1, , , , , , , ,1.19, , , 
18757,0280829,7,55,100,0.39, , ,4.4, ,4.6, ,0.1,1.9,0.1, , , , , , , ,1.19, , , 
18758,0280832,3,3,23,3.69, , ,4.4, ,2.3, ,0.37,0.4,0.1, , , , , , , ,1.21, , , 
18759,0280843,3,7.5,14,0.83, , ,4.4, ,3.8, ,0.3,2.4,0.1, , , , , , , ,0.07, , , 
18760,0280848,2,0,26,7.9, , ,4.4, ,0.4, ,0.1,0.4,0.2, , , , , , , ,1.32, , , 
18761,0280857,2,0,5,2.39, , ,4.4, ,2.8, ,0.3,0.3,0.1, , , , , , , ,0.43, , , 
18762,0280860,1,-7.5,0,34.77, , ,4.4, , , , , , , , , , , , , ,0.34, , , 
18763,0280863,3,3,9,2.21, , ,4.4, ,0.9, ,0.1,0.1,0.04, , , , , , , ,0.69, , , 
18764,0280863,5,21,41,0.49, , ,4.4, ,0.5, ,0.1,0.1,0.03, , , , , , , ,0.69, , , 
18765,0280876,6,80,100,0.6, , ,4.4, , , , , , , , , , , , , ,0.1, , , 
18766,0280877,5,34,54,10.54, , ,4.4, ,0.7, ,0.1,0.1,0.1, , , , , , , ,1.03, , , 
